from,to,relation
Gaines's_Mill_1862-06-27,http://dbpedia.org/resource/Battle_of_Gaines's_Mill,=
Pea_Ridge_1862-03-07,http://dbpedia.org/resource/Battle_of_Pea_Ridge,=
"Richmond,_Ky_1862-08-29",http://dbpedia.org/resource/Battle_of_Richmond,=
Chancellorsville_1863-05-01,http://dbpedia.org/resource/Battle_of_Chancellorsville,=
Cedar_Creek_1864-10-19,http://dbpedia.org/resource/Battle_of_Cedar_Creek,=
Manassas_and_Chantilly_1862-08-27,http://dbpedia.org/resource/Battle_of_Chantilly,>
Manassas_and_Chantilly_1862-08-27,http://dbpedia.org/resource/Second_Battle_of_Bull_Run,>
Atlanta_1864-07-28,http://dbpedia.org/resource/Battle_of_Ezra_Church,=
Corinth_1862-10-03,http://dbpedia.org/resource/Second_Battle_of_Corinth,=
South_Mountain_1862-09-14,http://dbpedia.org/resource/Battle_of_South_Mountain,=
Atlanta_1864-07-22,http://dbpedia.org/resource/Battle_of_Atlanta,=
The_Mine_1864-07-30,http://dbpedia.org/resource/Battle_of_the_Crater,=
Mechanicsville_1862-06-26,http://dbpedia.org/resource/Battle_of_Beaver_Dam_Creek,=
Chaffin's_Farm_1864-09-29,http://dbpedia.org/resource/Battle_of_Chaffin's_Farm,=
Wilderness_and_Spottsylvania_1864-05-05,http://dbpedia.org/resource/Battle_of_the_Wilderness,>
Wilderness_and_Spottsylvania_1864-05-05,http://dbpedia.org/resource/Battle_of_Spotsylvania_Court_House,>
Fredericksburg_1862-12-13,http://dbpedia.org/resource/Battle_of_Fredericksburg,=
Mine_Run_1863-11-27,http://dbpedia.org/resource/Battle_of_Mine_Run,=
Chickasaw_Bayou_1862-12-27,http://dbpedia.org/resource/Battle_of_Chickasaw_Bayou,=
Fair_Oaks_1862-05-31,http://dbpedia.org/resource/Battle_of_Seven_Pines,=
Chickamagua_1863-09-19,http://dbpedia.org/resource/Battle_of_Chickamauga,=
Seven_Days'_Battles_1862-06-25,http://dbpedia.org/resource/Battle_of_Beaver_Dam_Creek,>
Seven_Days'_Battles_1862-06-25,http://dbpedia.org/resource/Battle_of_Gaines's_Mill,>
Seven_Days'_Battles_1862-06-25,http://dbpedia.org/resource/Battle_of_Garnett's_&_Golding's_Farm,>
Seven_Days'_Battles_1862-06-25,http://dbpedia.org/resource/Battle_of_Glendale,>
Seven_Days'_Battles_1862-06-25,http://dbpedia.org/resource/Battle_of_Malvern_Hill,>
Seven_Days'_Battles_1862-06-25,http://dbpedia.org/resource/Battle_of_Oak_Grove,>
Seven_Days'_Battles_1862-06-25,http://dbpedia.org/resource/Battle_of_Savage's_Station,>
Seven_Days'_Battles_1862-06-25,http://dbpedia.org/resource/Battle_of_White_Oak_Swamp,>
Drewry's_Bluff_1864-05-12,http://dbpedia.org/resource/Battle_of_Proctor's_Creek,=
Peach_Tree_Creek_1864-07-20,http://dbpedia.org/resource/Battle_of_Peachtree_Creek,=
Champion_Hill_1863-05-16,http://dbpedia.org/resource/Battle_of_Champion_Hill,=
Atlanta_Campaign_1864-05-01,http://dbpedia.org/resource/Battle_of_Resaca,>
Atlanta_Campaign_1864-05-01,http://dbpedia.org/resource/Battle_of_Dallas,>
Atlanta_Campaign_1864-05-01,http://dbpedia.org/resource/Battle_of_New_Hope_Church,>
Atlanta_Campaign_1864-05-01,http://dbpedia.org/resource/Battle_of_Adairsville,>
Atlanta_Campaign_1864-05-01,http://dbpedia.org/resource/Battle_of_Pickett's_Mill,>
Atlanta_Campaign_1864-05-01,http://dbpedia.org/resource/Battle_of_Rocky_Face_Ridge,>
Kenesaw_Mountain_1864-06-27,http://dbpedia.org/resource/Battle_of_Kennesaw_Mountain,=
Weldon_R._R._1864-08-18,http://dbpedia.org/resource/Battle_of_Globe_Tavern,=
Olustee_1864-02-20,http://dbpedia.org/resource/Battle_of_Olustee,=
Chattanooga_1863-11-23,http://dbpedia.org/resource/Battle_of_Missionary_Ridge,>
Chattanooga_1863-11-23,http://dbpedia.org/resource/Battle_of_Lookout_Mountain,>
