cwsac_id,belligerent,casualties_kwm_mean,casualties_k_mean,casualties_w_mean,casualties_m_mean,casualties_kwm_var,casualties_k_var,casualties_w_var,casualties_m_var,casualties_kw_mean,casualties_kw_var,strength_mean,strength_var,casualties_km_mean,casualties_wm_mean,casualties_km_var,casualties_wm_var
FL001,Confederate,87,,,,0.08333333333333333,,,,,,1200,833.3333333333334,,,,
FL001,US,67,,,,0.08333333333333333,,,,,,600,833.3333333333334,,,,
FL002,Confederate,0,0,0,0,0.08333333333333333,,,,0,0.08333333333333333,,,0,0,0.08333333333333333,
FL002,US,0,0,0,0,0.08333333333333333,,,,0,0.08333333333333333,,,0,0,0.08333333333333333,
FL003,Confederate,,,,,,,,,,,,,,,,
FL003,US,,,,,,,,,,,1573,0.08333333333333333,,,,
FL004,Confederate,,,,,,,,,,,,,,,,
FL004,US,16,,,,0.08333333333333333,,,,,,,,,,,
FL005,Confederate,946,,,,0.08333333333333333,,,,,,5e3,83333.33333333333,,,,
FL005,US,1860,,,,8.333333333333334,,,,,,,,,,,
FL006,Confederate,25,,,,0.08333333333333333,,,,,,1e3,83333.33333333333,,,,
FL006,US,148,,,,0.08333333333333333,,,,,,,,,,,
GA001,Confederate,364,,,,0.08333333333333333,,,,,,,,,,,
GA001,US,1,,,,0.08333333333333333,,,,,,,,,,,
GA002,Confederate,1,,,,0.08333333333333333,,,,,,,,,,,
GA002,US,,,,,,,,,,,,,,,,
GA003,Confederate,,,,,,,,,,,,,,,,
GA003,US,,,,,,,,,,,,,,,,
