battle,belligerent,fullname,rank,navy,last_name,first_name,middle_name,suffix
MS015,Confederate,Nathan Bedford Forrest,Major General,False,Forrest,Nathan,Bedford,
MS015,US,Andrew J. Smith,Major General,False,Smith,Andrew,J.,
MS016,Confederate,P.G.T. Beauregard,General,False,Beauregard,P.G.T.,,
MS016,US,Henry W. Halleck,Major General,False,Halleck,Henry,W.,
NC001,Confederate,William F. Martin,Colonel,False,Martin,William,F.,
NC001,US,Benjamin Butler,Major General,False,Butler,Benjamin,,
NC001,US,Silas Stringham,Flag Officer,True,Stringham,Silas,,
NC002,Confederate,Henry Wise,Brigadier General,False,Wise,Henry,,
NC002,US,Ambrose E. Burnside,Brigadier General,False,Burnside,Ambrose,E.,
NC002,US,Louis M. Goldsborough,Flag Officer,True,Goldsborough,Louis,M.,
NC003,US,Ambrose Burnside,Brigadier General,False,Burnside,Ambrose,,
NC003,US,Stephen C. Rowan,Commander,True,Rowan,Stephen,C.,
NC004,Confederate,Moses J. White,Colonel,False,White,Moses,J.,
NC004,US,John G. Parke,Brigadier General,False,Parke,John,G.,
NC004,US,Samuel Lockwood,Commander,True,Lockwood,Samuel,,
NC005,Confederate,Ambrose Wright,Colonel,False,Wright,Ambrose,,
NC005,US,Jesse Reno,Brigadier General,False,Reno,Jesse,,
NC006,Confederate,George Singletary,Colonel,False,Singletary,George,,
NC006,US,F. A. Osborne,Lieutenant Colonel,False,Osborne,F.,A.,
NC007,Confederate,Nathan Evans,Brigadier General,False,Evans,Nathan,,
NC007,US,John G. Foster,Brigadier General,False,Foster,John,G.,
NC007,US,Alexander Murry,Commander,True,Murry,Alexander,,
NC008,Confederate,Beverly Robertson,Brigadier General,False,Robertson,Beverly,,
NC008,US,John G. Foster,Brigadier General,False,Foster,John,G.,
NC008,US,Jeptha Garrard,Major,False,Garrard,Jeptha,,
NC009,Confederate,Thomas Clingman,Brigadier General,False,Clingman,Thomas,,
NC009,US,John G. Foster,Brigadier General,False,Foster,John,G.,
NC010,Confederate,D. H. Hill,Major General,False,Hill,D.,H.,
NC010,US,Hiram Anderson,Lieutenant Colonel,False,Anderson,Hiram,,
NC010,US,Alexander Murray,Commander,True,Murray,Alexander,,
NC011,Confederate,D. H. Hill,Major General,False,Hill,D.,H.,
NC011,US,John G. Foster,Brigadier General,False,Foster,John,G.,
NC011,US,Henry K. Davenport,Commander,True,Davenport,Henry,K.,
NC012,Confederate,Robert Hoke,Major General,False,Hoke,Robert,,
NC012,US,Henry W. Wessells,Colonel,False,Wessells,Henry,W.,
NC013,Confederate,James W. Cooke,Commander,True,Cooke,James,W.,
NC013,US,Melancton Smith,Captain,False,Smith,Melancton,,
NC014,Confederate,General Robert Hoke,Major,False,Hoke,Robert,,
NC014,US,Benjamin Butler,Major General,False,Butler,Benjamin,,
NC014,US,David D. Porter,Rear Admiral,True,Porter,David,D.,
NC015,Confederate,Braxton Bragg,General,False,Bragg,Braxton,,
NC015,Confederate,Robert Hoke,Major General,False,Hoke,Robert,,
NC015,Confederate,Charles Lamb,Colonel,False,Lamb,Charles,,
NC015,US,David D. Porter,Rear Admiral,True,Porter,David,D.,
NC015,US,Alfred Terry,Major General,False,Terry,Alfred,,
NC016,Confederate,Braxton Bragg,General,False,Bragg,Braxton,,
NC016,US,John Schofield,Major General,False,Schofield,John,,
NC016,US,David D. Porter,Rear Admiral,True,Porter,David,D.,
NC017,Confederate,Braxton Bragg,General,False,Bragg,Braxton,,
NC017,US,John Schofield,Major General,False,Schofield,John,,
NC018,Confederate,Joseph Wheeler,Major General,False,Wheeler,Joseph,,
NC018,Confederate,Wade Hampton,Lieutenant General,False,Hampton,Wade,,
NC018,Confederate,Matthew C. Butler,Major General,False,Butler,Matthew,C.,
NC018,US,H. Judson Kilpatrick,Brevet Major General,False,Kilpatrick,H.,Judson,
NC019,Confederate,William Hardee,Lieutenant General,False,Hardee,William,,
NC019,Confederate,Joseph Wheeler,Major General,False,Wheeler,Joseph,,
NC019,US,William T. Sherman,Major General,False,Sherman,William,T.,
NC019,US,Henry Slocum,Major General,False,Slocum,Henry,,
NC020,Confederate,Joseph E. Johnston,General,False,Johnston,Joseph,E.,
NC020,US,William T. Sherman,Major General,False,Sherman,William,T.,
NC020,US,Henry Slocum,Major General,False,Slocum,Henry,,
ND001,Native American,Inkpaduta,,False,,Inkpaduta,,
ND001,US,Henry Hastings Sibley,Brigadier General,False,Sibley,Henry,Hastings,
ND002,Native American,Inkpaduta,,False,,Inkpaduta,,
ND002,US,Henry Hastings Sibley,Brigadier General,False,Sibley,Henry,Hastings,
ND003,Native American,Inkpaduta,,False,,Inkpaduta,,
ND003,US,Henry Hastings Sibley,Brigadier General,False,Sibley,Henry,Hastings,
ND004,Native American,Inkpaduta,,False,,Inkpaduta,,
ND004,US,Alfred Sully,Brigadier General,False,Sully,Alfred,,
ND005,Native American,Inkpaduta,,False,,Inkpaduta,,
ND005,US,Alfred Sully,Brigadier General,False,Sully,Alfred,,
NM001,Confederate,Henry H. Sibley,Brigadier General,False,Sibley,Henry,H.,
NM001,Confederate,Thomas Green,Colonel,False,Green,Thomas,,
NM001,US,Edward R. S. Canby,Colonel,False,Canby,Edward,R. S.,
NM002,Confederate,Charles L. Pyron,Major,False,Pyron,Charles,L.,
NM002,Confederate,William R. Scurry,Lieutenant Colonel,False,Scurry,William,R.,
NM002,US,John C. Chivington,Major,False,Chivington,John,C.,
NM002,US,John P. Slough,Colonel,False,Slough,John,P.,
OH001,Confederate,John Hunt Morgan,Brigadier General,False,Morgan,John,Hunt,
OH001,US,Edward H. Hobson,Brigadier General,False,Hobson,Edward,H.,
OH002,Confederate,John Hunt Morgan,Brigadier General,False,Morgan,John,Hunt,
OH002,US,James Shackelford,Brigadier General,False,Shackelford,James,,
OK001,Confederate,Douglas H. Cooper,Colonel,False,Cooper,Douglas,H.,
OK001,US,Opothleyahola,,False,,Opothleyahola,,
OK002,Confederate,Douglas H. Cooper,Colonel,False,Cooper,Douglas,H.,
OK002,US,Opothleyahola,,False,,Opothleyahola,,
OK003,Confederate,Douglas H. Cooper,Colonel,False,Cooper,Douglas,H.,
OK003,US,Opothleyahola,,False,,Opothleyahola,,
OK004,Confederate,Douglas H. Cooper,Colonel,False,Cooper,Douglas,H.,
OK004,US,James G. Blunt,Brigadier General,False,Blunt,James,G.,
OK005,Confederate,John Jumper,Lieutenant Colonel,False,Jumper,John,,
OK005,US,Charles Willette,Major,False,Willette,Charles,,
OK006,Confederate,Stand Watie,Colonel,False,Watie,Stand,,
OK006,US,James M. Williams,Colonel,False,Williams,James,M.,
OK007,Confederate,Douglas H. Cooper,Brigadier General,False,Cooper,Douglas,H.,
OK007,US,James G. Blunt,Major General,False,Blunt,James,G.,
PA001,Confederate,J.E.B. Stuart,Major General,False,Stuart,J.E.B.,,
PA001,US,Elon J. Farnsworth,Brigadier General,False,Farnsworth,Elon,J.,
PA001,US,George A. Custer,Brigadier General,False,Custer,George,A.,
PA002,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
PA002,US,George G. Meade,Major General,False,Meade,George,G.,
SC001,Confederate,Pierre G. T. Beauregard,Brigadier General,False,Beauregard,Pierre,G. T.,
SC001,US,Robert Anderson,Major General,False,Anderson,Robert,,
SC002,Confederate,Nathan G. Evans,Brigadier General,False,Evans,Nathan,G.,
SC002,Confederate,Thomas G. Lamar,Colonel,False,Lamar,Thomas,G.,
SC002,US,Henry Benham,Brigadier General,False,Benham,Henry,,
SC003,Confederate,Edward L. Parker,Captain,False,Parker,Edward,L.,
SC003,US,A.C. Rhind,Lieutenant,False,Rhind,A.C.,,
SC003,US,Horace C. Bennett,Captain,False,Bennett,Horace,C.,
SC004,Confederate,Roswell S. Ripley,Brigadier General,False,Ripley,Roswell,S.,
SC004,US,Samuel F. DuPont,Rear Admiral,True,DuPont,Samuel,F.,
SC005,Confederate,Robert F. Graham,Colonel,False,Graham,Robert,F.,
SC005,US,Quincy A. Gilmore,Major General,False,Gilmore,Quincy,A.,
SC005,US,George C. Strong,Brigadier General,False,Strong,George,C.,
SC005,US,John A. Dahlgren,Rear Admiral,True,Dahlgren,John,A.,
SC006,Confederate,Johnson Hagood,Brigadier General,False,Hagood,Johnson,,
SC006,US,Alfred H. Terry,Brigadier General,False,Terry,Alfred,H.,
SC006,US,George B. Balch,Commander,True,Balch,George,B.,
SC007,Confederate,William B. Talliferro,Brigadier General,False,Talliferro,William,B.,
SC007,US,Quincy A. Gilmore,Major General,False,Gilmore,Quincy,A.,
SC007,US,Truman A. Seymour,Brigadier General,False,Seymour,Truman,A.,
SC007,US,John A. Dahlgren,Rear Admiral,True,Dahlgren,John,A.,
SC008,US,William Quincy A. Gilmore,Major General,False,Gilmore,William,Quincy A.,
SC008,US,John A. Dahlgren,Rear Admiral,True,Dahlgren,John,A.,
SC009,Confederate,Pierre G. T. Beauregard,General,False,Beauregard,Pierre,G. T.,
SC009,Confederate,Lawrence M. Keitt,Colonel,False,Keitt,Lawrence,M.,
SC009,Confederate,Henry R. Lesesne,Captain,False,Lesesne,Henry,R.,
SC009,US,Quincy A. Gilmore,Major General,False,Gilmore,Quincy,A.,
SC009,US,John A. Dahlgren,Rear Admiral,True,Dahlgren,John,A.,
SC010,Confederate,Gustavus W. Smith,Major General,False,Smith,Gustavus,W.,
SC010,Confederate,Charles J. Colcock,Colonel,False,Colcock,Charles,J.,
SC010,US,John P. Hatch,Brigadier General,False,Hatch,John,P.,
SC010,US,George H. Preble,Commander,True,Preble,George,H.,
SC011,Confederate,Lafayette McLaws,Major General,False,McLaws,Lafayette,,
SC011,US,"Francis P. Blair , Jr.",Major General,False,Blair,Francis,P.,Jr.
SC011,US,John A. Logan,Major General,False,Logan,John,A.,
TN001,Confederate,Lloyd Tilghman,Brigadier General,False,Tilghman,Lloyd,,
TN001,US,Ulysses S. Grant,Brigadier General,False,Grant,Ulysses,S.,
TN001,US,A.H. Foote,Flag Officer,True,Foote,A.H.,,
TN002,Confederate,John B. Floyd,Brigadier General,False,Floyd,John,B.,
TN002,Confederate,Gideon Pillow,Brigadier General,False,Pillow,Gideon,,
TN002,Confederate,Simon B. Buckner,Brigadier General,False,Buckner,Simon,B.,
TN002,US,Ulysses S. Grant,Brigadier General,False,Grant,Ulysses,S.,
TN002,US,A.H. Foote,Flag Officer,True,Foote,A.H.,,
TN003,Confederate,Albert Sidney Johnston,General,False,Johnston,Albert,Sidney,
TN003,Confederate,P.G.T. Beauregard,General,False,Beauregard,P.G.T.,,
TN003,US,Ulysses S. Grant,Major General,False,Grant,Ulysses,S.,
TN003,US,Don Carlos Buell,Major General,False,Buell,Don,Carlos,
TN003,US,William Gwin,Lieutenant,False,Gwin,William,,
TN004,Confederate,James E. Montgomery,Captain,False,Montgomery,James,E.,
TN004,Confederate,M. Jeff Thompson,Brigadier General,False,Thompson,M.,Jeff,
TN004,US,Charles H. Davis,Flag Officer,True,Davis,Charles,H.,
TN004,US,Charles Ellet,Colonel,False,Ellet,Charles,,
TN005,Confederate,Edmund Kirby Smith,Major General,False,Smith,Edmund,Kirby,
TN005,US,James Negley,Brigadier General,False,Negley,James,,
TN006,Confederate,Nathan Bedford Forrest,Brigadier General,False,Forrest,Nathan,Bedford,
TN006,US,Thomas T. Crittenden,Brigadier General,False,Crittenden,Thomas,T.,
TN007,Confederate,Earl Van Dorn,Major General,False,Van Dorn,Earl,,
TN007,US,Edward O.C. Ord,Major General,False,Ord,Edward,O.C.,
TN007,US,Stephen A. Hurlbut,Major General,False,Hurlbut,Stephen,A.,
TN008,Confederate,John Hunt Morgan,Brigadier General,False,Morgan,John,Hunt,
TN008,US,Absalom B. Moore,Colonel,False,Moore,Absalom,B.,
TN009,Confederate,Nathan Bedford Forrest,Brigadier General,False,Forrest,Nathan,Bedford,
TN009,US,Adolph Englemann,Colonel,False,Englemann,Adolph,,
TN010,Confederate,Braxton Bragg,General,False,Bragg,Braxton,,
TN010,US,William S. Rosecrans,Major General,False,Rosecrans,William,S.,
TN011,Confederate,Nathan Bedford Forrest,Brigadier General,False,Forrest,Nathan,Bedford,
TN011,US,Jeremiah C. Sullivan,Brigadier General,False,Sullivan,Jeremiah,C.,
TN012,Confederate,Joseph Wheeler,Major General,False,Wheeler,Joseph,,
TN012,US,Abner C. Harding,Colonel,False,Harding,Abner,C.,
TN013,Confederate,Earl Van Dorn,Major General,False,Van Dorn,Earl,,
TN013,US,John Coburn,Colonel,False,Coburn,John,,
TN014,Confederate,John Hunt Morgan,Brigadier General,False,Morgan,John,Hunt,
TN014,US,Albert S. Hall,Colonel,False,Hall,Albert,S.,
TN015,Confederate,Nathan Bedford Forrest,Brigadier General,False,Forrest,Nathan,Bedford,
TN015,US,Edward Bloodgood,Lieutenant Colonel,False,Bloodgood,Edward,,
TN016,Confederate,Earl Van Dorn,Major General,False,Van Dorn,Earl,,
TN016,US,Gordon Granger,Major General,False,Granger,Gordon,,
TN017,Confederate,Alexander P. Stewart,Major General,False,Stewart,Alexander,P.,
TN017,US,William S. Rosecrans,Major General,False,Rosecrans,William,S.,
TN017,US,George H. Thomas,Major General,False,Thomas,George,H.,
TN018,US,John T. Wilder,Colonel,False,Wilder,John,T.,
TN019,Confederate,James E. Carter,Colonel,False,Carter,James,E.,
TN019,US,John W. Foster,Colonel,False,Foster,John,W.,
TN020,Confederate,John S. Williams,Brigadier General,False,Williams,John,S.,
TN020,US,Ambrose E. Burnside,Major General,False,Burnside,Ambrose,E.,
TN021,Confederate,Micah Jenkins,Brigadier General,False,Jenkins,Micah,,
TN021,US,Joseph Hooker,Major General,False,Hooker,Joseph,,
TN021,US,John W. Geary,Brigadier General,False,Geary,John,W.,
TN022,Confederate,James R. Chalmers,Brigadier General,False,Chalmers,James,R.,
TN022,US,Edward Hatch,Colonel,False,Hatch,Edward,,
TN023,Confederate,James Longstreet,Lieutenant General,False,Longstreet,James,,
TN023,US,Ambrose E. Burnside,Major General,False,Burnside,Ambrose,E.,
TN024,Confederate,Braxton Bragg,General,False,Bragg,Braxton,,
TN024,US,Ulysses S. Grant,Major General,False,Grant,Ulysses,S.,
TN025,Confederate,James Longstreet,Lieutenant General,False,Longstreet,James,,
TN025,US,Ambrose E. Burnside,Major General,False,Burnside,Ambrose,E.,
TN026,Confederate,James Longstreet,Lieutenant General,False,Longstreet,James,,
TN026,US,J. M. Shackelford,Brigadier General,False,Shackelford,J.,M.,
TN027,Confederate,William T. Martin,Major General,False,Martin,William,T.,
TN027,US,Samuel D. Sturgis,Brigadier General,False,Sturgis,Samuel,D.,
TN028,Confederate,James Longstreet,Lieutenant General,False,Longstreet,James,,
TN028,US,Samuel D. Sturgis,Brigadier General,False,Sturgis,Samuel,D.,
TN029,Confederate,William T. Martin,Major General,False,Martin,William,T.,
TN029,US,Samuel D. Sturgis,Brigadier General,False,Sturgis,Samuel,D.,
TN029,US,Edward M. McCook,Colonel,False,McCook,Edward,M.,
TN030,Confederate,Nathan Bedford Forrest,Major General,False,Forrest,Nathan,Bedford,
TN030,US,Lionel F. Booth,Major,False,Booth,Lionel,F.,
TN030,US,William F. Bradford,Major,False,Bradford,William,F.,
TN031,Confederate,Nathan Bedford Forrest,Brigadier General,False,Forrest,Nathan,Bedford,
TN031,US,Cadwallader C. Washburn,Major General,False,Washburn,Cadwallader,C.,
TN032,Confederate,Nathan Bedford Forrest,Major General,False,Forrest,Nathan,Bedford,
TN032,US,C.R. Thompson,Colonel,False,Thompson,C.R.,,
TN032,US,Edward M. King,Lieutenant Commander,True,King,Edward,M.,
TN033,Confederate,John C. Breckinridge,Major General,False,Breckinridge,John,C.,
TN033,US,Alvan C. Gillem,Brigadier General,False,Gillem,Alvan,C.,
TN034,Confederate,John Bell Hood,General,False,Hood,John,Bell,
TN034,US,John M. Schofield,Major General,False,Schofield,John,M.,
TN035,Confederate,John Bell Hood,General,False,Hood,John,Bell,
TN035,US,John M. Schofield,Major General,False,Schofield,John,M.,
TN036,Confederate,John Bell Hood,General,False,Hood,John,Bell,
TN036,US,John M. Schofield,Major General,False,Schofield,John,M.,
TN037,Confederate,Nathan Bedford Forrest,Major General,False,Forrest,Nathan,Bedford,
TN037,US,Lovell H. Rousseau,Major General,False,Rousseau,Lovell,H.,
TN037,US,Robert Milroy,Brigadier General,False,Milroy,Robert,,
TN038,Confederate,John Bell Hood,General,False,Hood,John,Bell,
TN038,US,George H. Thomas,Major General,False,Thomas,George,H.,
TX001,Confederate,J.S. Irvine,Major,False,Irvine,J.S.,,
TX001,US,Frederick Crocker,Acting Master,False,Crocker,Frederick,,
TX002,Confederate,Joseph J. Cook,Colonel,False,Cook,Joseph,J.,
TX002,Confederate,Xavier B. Debray,Colonel,False,Debray,Xavier,B.,
TX002,US,William B. Renshaw,Commander,True,Renshaw,William,B.,
TX003,Confederate,John B. Magruder,Major General,False,Magruder,John,B.,
TX003,US,Isaac S. Burrell,Colonel,False,Burrell,Isaac,S.,
TX003,US,William B. Renshaw,Commander,True,Renshaw,William,B.,
TX005,Confederate,"John S. ""Rip"" Ford",Colonel,False,Ford,John,S.,
TX005,US,Theodore H. Barrett,Colonel,False,Barrett,Theodore,H.,
TX006,Confederate,Richard W. Dowling,Lieutenant,False,Dowling,Richard,W.,
TX006,US,William B. Franklin,Major General,False,Franklin,William,B.,
TX006,US,Frederick Crocker,Captain,False,Crocker,Frederick,,
VA001,Confederate,Walter Gwynn,Brigadier General,False,Gwynn,Walter,,
VA001,Confederate,Peyton Colquitt,Captain,False,Colquitt,Peyton,,
VA001,US,D.L. Braine U.S.N.,Lieutenant,False,U.S.N.,D.L.,Braine,
VA002,Confederate,Daniel Ruggles,Colonel,False,Ruggles,Daniel,,
VA002,US,James H. Ward,Commander,True,Ward,James,H.,
VA003,Confederate,John B. Magruder,Colonel,False,Magruder,John,B.,
VA003,Confederate,D.H. Hill,Colonel,False,Hill,D.H.,,
VA003,US,Ebenezer Pierce,Brigadier General,False,Pierce,Ebenezer,,
VA004,Confederate,P.G.T. Beauregard,Brigadier General,False,Beauregard,P.G.T.,,
VA004,US,Irvin McDowell,Brigadier General,False,McDowell,Irvin,,
VA005,Confederate,Joseph E. Johnston,Brigadier General,False,Johnston,Joseph,E.,
VA005,Confederate,P.G.T. Beauregard,Brigadier General,False,Beauregard,P.G.T.,,
VA005,US,Irvin McDowell,Brigadier General,False,McDowell,Irvin,,
VA006,Confederate,Nathan G. Evans,Brigadier General,False,Evans,Nathan,G.,
VA006,US,Charles P. Stone,Brigadier General,False,Stone,Charles,P.,
VA006,US,Edward Baker,Colonel,False,Baker,Edward,,
VA007,Confederate,J.E.B. Stuart,Brigadier General,False,Stuart,J.E.B.,,
VA007,US,E.O.C. Ord,Brigadier General,False,Ord,E.O.C.,,
VA008,Confederate,Franklin Buchanan,Captain,False,Buchanan,Franklin,,
VA008,Confederate,Catesby R. Jones,Lieutenant,False,Jones,Catesby,R.,
VA008,US,John Worden,Lieutenant,False,Worden,John,,
VA009,Confederate,John B. Magruder,Major General,False,Magruder,John,B.,
VA009,Confederate,Joseph E. Johnston,General,False,Johnston,Joseph,E.,
VA009,US,George B. McClellan,Major General,False,McClellan,George,B.,
VA010,Confederate,James Longstreet,Major General,False,Longstreet,James,,
VA010,US,George B. McClellan,Major General,False,McClellan,George,B.,
VA011,Confederate,Gustavius W. Smith,Major General,False,Smith,Gustavius,W.,
VA011,US,William B. Franklin,Brigadier General,False,Franklin,William,B.,
VA012,Confederate,E. Farrand,Commander,True,Farrand,E.,,
VA012,Confederate,William Mahone,Brigadier General,False,Mahone,William,,
VA012,Confederate,S. S. Lee,Captain,False,Lee,S.,S.,
VA012,Confederate,John Taylor Wood,Lieutenant,False,Wood,John,Taylor,
VA012,US,John Rodgers,Commander,True,Rodgers,John,,
VA013,US,Fitz John Porter,Brigadier General,False,Porter,Fitz,John,
VA014,Confederate,Joseph E. Johnston,General,False,Johnston,Joseph,E.,
VA014,Confederate,G.W. Smith,Major General,False,Smith,G.W.,,
VA014,US,George B. McClellan,Major General,False,McClellan,George,B.,
VA015,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA015,US,George B. McClellan,Major General,False,McClellan,George,B.,
VA016,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA016,US,Fitz John Porter,Brigadier General,False,Porter,Fitz,John,
VA017,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA017,US,Fitz John Porter,Brigadier General,False,Porter,Fitz,John,
VA018,Confederate,John B. Magruder,Major General,False,Magruder,John,B.,
VA018,US,George B. McClellan,Major General,False,McClellan,George,B.,
VA019,Confederate,John Magruder,Major General,False,Magruder,John,,
VA019,US,Edwin Sumner,Major General,False,Sumner,Edwin,,
VA020,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA020,Confederate,Thomas J. Jackson,Major General,False,Jackson,Thomas,J.,
VA020,US,George B. McClellan,Major General,False,McClellan,George,B.,
VA020,US,William Franklin,Major General,False,Franklin,William,,
VA021,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA021,US,George B. McClellan,Major General,False,McClellan,George,B.,
VA022,Confederate,Thomas J. Jackson,Major General,False,Jackson,Thomas,J.,
VA022,US,Nathaniel Banks,Major General,False,Banks,Nathaniel,,
VA023,Confederate,Thomas J. Jackson,Major General,False,Jackson,Thomas,J.,
VA023,US,John Pope,Major General,False,Pope,John,,
VA024,Confederate,Isaac Trimble,Brigadier General,False,Trimble,Isaac,,
VA024,US,G.W. Taylor,Brigadier General,False,Taylor,G.W.,,
VA025,Confederate,James Longstreet,Lieutenant General,False,Longstreet,James,,
VA025,US,James Ricketts,Brigadier General,False,Ricketts,James,,
VA026,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA026,Confederate,Thomas J. Jackson,Major General,False,Jackson,Thomas,J.,
VA026,US,John Pope,Major General,False,Pope,John,,
VA027,Confederate,Thomas J. Jackson,Major General,False,Jackson,Thomas,J.,
VA027,US,Philip Kearny,Major General,False,Kearny,Philip,,
VA027,US,Isaac Stevens,Major General,False,Stevens,Isaac,,
VA028,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA028,US,Ambrose E. Burnside,Major General,False,Burnside,Ambrose,E.,
VA029,Confederate,Fitzhugh Lee,Brigadier General,False,Lee,Fitzhugh,,
VA029,US,William W. Averell,Brigadier General,False,Averell,William,W.,
VA030,Confederate,James Longstreet,Lieutenant General,False,Longstreet,James,,
VA030,US,John Peck,Brigadier General,False,Peck,John,,
VA031,Confederate,James Longstreet,Lieutenant General,False,Longstreet,James,,
VA031,US,John Peck,Brigadier General,False,Peck,John,,
VA032,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA032,Confederate,Thomas J. Jackson,Major General,False,Jackson,Thomas,J.,
VA032,US,Joseph Hooker,Major General,False,Hooker,Joseph,,
VA033,Confederate,Lafayette McLaws,Major General,False,McLaws,Lafayette,,
VA033,Confederate,Cadmus M. Wilcox,Brigadier General,False,Wilcox,Cadmus,M.,
VA033,US,John Sedgwick,Major General,False,Sedgwick,John,,
VA034,Confederate,Jubal A. Early,Major General,False,Early,Jubal,A.,
VA034,US,John Sedgwick,Major General,False,Sedgwick,John,,
VA035,Confederate,J.E.B. Stuart,Major General,False,Stuart,J.E.B.,,
VA035,US,Pleasonton,Major General,False,,Pleasonton,,
VA036,Confederate,Thomas Munford,Colonel,False,Munford,Thomas,,
VA036,US,H. Judson Kilpatrick,Brigadier General,False,Kilpatrick,H.,Judson,
VA037,Confederate,J.E.B. Stuart,Major General,False,Stuart,J.E.B.,,
VA037,US,David M. Gregg,Brigadier General,False,Gregg,David,M.,
VA038,Confederate,Wade Hampton,Brigadier General,False,Hampton,Wade,,
VA038,Confederate,Beverly Robertson,Brigadier General,False,Robertson,Beverly,,
VA038,US,Alfred Pleasonton,Major General,False,Pleasonton,Alfred,,
VA039,Confederate,J.E.B. Stuart,Major General,False,Stuart,J.E.B.,,
VA039,US,William H. French,Major General,False,French,William,H.,
VA040,Confederate,A.P. Hill,Lieutenant General,False,Hill,A.P.,,
VA040,US,G.K. Warren,Major General,False,Warren,G.K.,,
VA041,Confederate,J.E.B. Stuart,Major General,False,Stuart,J.E.B.,,
VA041,US,G.K. Warren,Major General,False,Warren,G.K.,,
VA042,Confederate,J.E.B. Stuart,Major General,False,Stuart,J.E.B.,,
VA042,US,J. Kilpatrick,Major General,False,Kilpatrick,J.,,
VA043,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA043,US,George G. Meade,Major General,False,Meade,George,G.,
VA044,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA044,US,George G. Meade,Major General,False,Meade,George,G.,
VA045,Confederate,Richard S. Ewell,Lieutenant General,False,Ewell,Richard,S.,
VA045,US,John C. Caldwell,Major General,False,Caldwell,John,C.,
VA046,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA046,US,Ulysses S. Grant,Lieutenant General,False,Grant,Ulysses,S.,
VA046,US,George G. Meade,Major General,False,Meade,George,G.,
VA047,Confederate,Johnson Hagood,Brigadier General,False,Hagood,Johnson,,
VA047,US,Benjamin Butler,Major General,False,Butler,Benjamin,,
VA048,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA048,US,Ulysses S. Grant,Lieutenant General,False,Grant,Ulysses,S.,
VA048,US,George G. Meade,Major General,False,Meade,George,G.,
VA049,Confederate,Albert Jenkins,Brigadier General,False,Jenkins,Albert,,
VA049,US,George Crook,Brigadier General,False,Crook,George,,
VA050,Confederate,P.G.T. Beauregard,General,False,Beauregard,P.G.T.,,
VA050,US,Benjamin Butler,Major General,False,Butler,Benjamin,,
VA051,Confederate,P.G.T. Beauregard,General,False,Beauregard,P.G.T.,,
VA051,US,Benjamin Butler,General,False,Butler,Benjamin,,
VA052,Confederate,J.E.B. Stuart,Major General,False,Stuart,J.E.B.,,
VA052,US,Philip Sheridan,Major General,False,Sheridan,Philip,,
VA053,Confederate,P.G.T. Beauregard,General,False,Beauregard,P.G.T.,,
VA053,US,Benjamin Butler,Major General,False,Butler,Benjamin,,
VA054,Confederate,P.G.T. Beauregard,General,False,Beauregard,P.G.T.,,
VA054,US,Benjamin Butler,Major General,False,Butler,Benjamin,,
VA055,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA055,US,Ulysses S. Grant,Lieutenant General,False,Grant,Ulysses,S.,
VA055,US,George G. Meade,Major General,False,Meade,George,G.,
VA056,Confederate,Fitzhugh Lee,Major General,False,Lee,Fitzhugh,,
VA056,US,Edward Wild,Brigadier General,False,Wild,Edward,,
VA057,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA057,US,Ulysses S. Grant,Lieutenant General,False,Grant,Ulysses,S.,
VA057,US,George G. Meade,Major General,False,Meade,George,G.,
VA058,Confederate,Fitzhugh Lee,Major General,False,Lee,Fitzhugh,,
VA058,Confederate,Wade Hampton,Major General,False,Hampton,Wade,,
VA058,US,David M. Gregg,Brigadier General,False,Gregg,David,M.,
VA059,Confederate,Matthew C. Butler,Brigadier General,False,Butler,Matthew,C.,
VA059,US,Alfred Torbert,Brigadier General,False,Torbert,Alfred,,
VA062,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA062,US,Ulysses S. Grant,Lieutenant General,False,Grant,Ulysses,S.,
VA062,US,George G. Meade,Major General,False,Meade,George,G.,
VA063,Confederate,Robert E. Lee,General,False,Lee,Robert,E.,
VA063,Confederate,P.G.T. Beauregard,General,False,Beauregard,P.G.T.,,
VA063,US,Ulysses S. Grant,Lieutenant General,False,Grant,Ulysses,S.,
VA063,US,George G. Meade,Major General,False,Meade,George,G.,
VA064,Confederate,Jubal A. Early,Lieutenant General,False,Early,Jubal,A.,
VA064,US,David Hunter,Major General,False,Hunter,David,,
VA065,Confederate,A.P. Hill,Major General,False,Hill,A.P.,,
