battleNum,battleDetail,beginDate,endDate,unknownDay,lat,lng,shrtNm,desc,type,killed,usCasTot,csCasTot
2304,,1864-12-16,1864-12-16,False,0.00904217948522512,-0.0200123876662553,,"Action at Marion, Va.",Skirmish,0,0,0
2305,,1864-03-04,1864-03-05,False,0.121660257516583,-0.25209180921455,,"Demonstration on Portsmouth, Va.",Skirmish,0,0,0
2306,,1862-09-10,1862-09-10,False,0.0397626302496372,-0.0933864829338108,,"Skirmish at Woodburn, Ky.",Skirmish,0,0,0
2307,,1863-07-05,1863-07-05,False,0.36646017629587,-0.860668089226512,,"Skirmish at Woodburn, Ky.",Skirmish,0,0,0
2308,,1863-03-25,1863-03-25,False,0.0294917425213594,-0.0610627097896023,,"Affair at Norfolk, Va.",Skirmish,0,0,0
2309,,1862-07-29,1862-07-29,False,0.178589954240741,-0.421148596474032,,"Skirmish at Russellville, Ky.",Skirmish,0,0,0
2310,,1862-09-30,1862-09-30,False,0.237566975283891,-0.560227469875052,,"Skirmish at Russellville, Ky.",Skirmish,0,0,0
2311,,1863-06-28,1863-06-28,False,0.265169822358212,-0.625320158618156,,"Skirmish at Russellville, Ky.",Skirmish,0,0,0
2312,VA081,1864-12-17,1864-12-18,False,0.265583869383386,-0.587333915333353,,"Engagement near Marion, Va.",Battle,76,76,0
2313,,1862-10-03,1862-10-03,False,0.126611202606696,-0.26393278069096,,"Affair on the Blackwater, near Zuni, Va.",Skirmish,0,0,0
2314,,1862-11-14,1862-11-14,False,0.272465993835734,-0.567878943286003,,"Skirmish at Zuni, Va.",Skirmish,0,0,0
2315,,1862-05-30,1862-05-30,False,0.153844819479032,-0.320646376033444,,Skirmish near Zuni.,Skirmish,0,0,0
2316,,1864-10-28,1864-10-28,False,0.0277277278766968,-0.0708471303832723,,"Engagement at Newtonia, Mo.",Battle,650,400,250
2317,,1861-09-29,1861-09-29,False,0.110229406289133,-0.261593959350511,,"Skirmish at Hopkinsville, Ky.",Skirmish,0,0,0
2318,,1862-10-25,1862-10-25,False,0.0144933886356925,-0.0302049611535508,,"Skirmish near Zuni, Va.",Skirmish,0,0,0
2319,,1862-04-26,1862-04-26,False,0.177503174902371,-0.454326074288082,,"Skirmish at Neosho, Mo.",Skirmish,0,0,0
2320,,1862-05-31,1862-05-31,False,0.21776462479946,-0.557376774575281,,"Skirmish near Neosho, Mo. ",Skirmish,0,0,0
2321,,1862-08-21,1862-08-21,False,0.284411981678641,-0.727963199461763,,"Skirmish at Neosho, Mo.",Skirmish,0,0,0
2322,,1862-08-03,1862-08-03,False,0.24996925750725,-0.639805747240516,,"Skirmish at Neosho, Mo.",Skirmish,0,0,0
2323,,1862-08-05,1862-08-05,False,0.298969184597274,-0.765222909651594,,"Skirmish at Neosho, Mo.",Skirmish,0,0,0
2324,,1862-12-15,1862-12-15,False,0.0329123793202226,-0.0842404768267458,,"Skirmish at Neosho, Mo.",Skirmish,0,0,0
2325,,1863-03-02,1863-03-02,False,0.172595446490889,-0.441764558224567,,"Skirmish at Neosho, Mo.",Skirmish,0,0,0
2326,,1863-11-04,1863-11-06,False,0.0146631908662834,-0.0375309903413249,,"Skirmishes at and near Neosho, Mo.",Skirmish,0,0,0
2327,,1863-11-05,1863-11-05,False,0.356566482069508,-0.912645365979802,,"Skirmish at Neosho, Mo.",Skirmish,0,0,0
2328,,1863-10-04,1863-10-04,False,0.203717741710186,-0.521423247245737,,"Action at Neosho, Mo.",Skirmish,0,0,0
2329,,1864-06-03,1864-06-03,False,0.201476260514675,-0.515686091542989,,"Skirmish near Neosho, Mo.",Skirmish,0,0,0
2330,,1864-11-10,1864-11-10,False,0.278875971596626,-0.713793572754158,,"Skirmish at Neosho, Mo.",Skirmish,0,0,0
2331,,1861-07-05,1861-07-05,False,0.365283478303748,-0.93495949607632,,"Capture of Union troops at Neosho, Mo.",Skirmish,0,0,0
2332,,1864-06-07,1864-06-07,False,0.0756280719673404,-0.183760574318703,,"Affair at Sikeston, Mo.",Skirmish,0,0,0
2333,,1864-09-22,1864-09-22,False,0.0944530644742793,-0.229501412933686,,"Skirmish near Sikeston, Mo.",Skirmish,0,0,0
2334,,1862-08-08,1862-08-08,False,0.338994535941132,-0.865815989538588,,"Skirmish near Newtonia, Mo.",Skirmish,0,0,0
2335,,1862-08-13,1862-08-13,False,0.263906489396546,-0.674035814849253,,"Skirmish at Newtonia, Me.",Skirmish,0,0,0
2336,,1862-08-30,1862-08-30,False,0.298390389256418,-0.762110130847991,,"Engagement at Newtonia, Mo.",Battle,0,0,0
2337,,1862-09-04,1862-09-04,False,0.0644230082058961,-0.164540913451557,,"Skirmish at Newtonia, Mo.",Skirmish,0,0,0
2338,,1862-09-07,1862-09-07,False,0.02135684857384,-0.0545468997901374,,"Skirmish at Newtonia, Mo.",Skirmish,0,0,0
2339,,1863-09-27,1863-09-27,False,0.13776372649069,-0.351858288343543,,"Skirmish at Newtonia, Mo.",Skirmish,0,0,0
2340,,1862-03-01,1862-03-01,False,0.280453676683813,-0.68133350616486,,"Skirmish near Sikeston, Mo.",Skirmish,0,0,0
2341,VA113,1864-06-25,1864-06-25,False,0.111288645954243,-0.237483047143159,,"Skirmish at Staunton River Bridge, or Roanoke Station, VA",Skirmish,0,0,0
2342,VA076,1864-10-02,1864-10-02,False,0.256132886248646,-0.567818198704563,,Action at Saltville,Skirmish,348,348,0
2343,,1863-04-19,1863-04-19,False,0.235883394605857,-0.54484829939952,,"Skirmish at Creelsborough, Ky.",Skirmish,0,0,0
2344,,1863-06-29,1863-06-29,False,0.221396070643842,-0.511385181587675,,"Skirmish at Creelsborough, Ky.",Skirmish,0,0,0
2345,,1862-05-10,1862-05-10,False,0.0942923701724431,-0.229888255749237,,"Skirmish near Bloomfield, Mo.",Skirmish,0,0,0
2346,,1862-07-29,1862-07-29,False,0.0938087620128931,-0.228709201324561,,"Skirmish at Bloomfield, Mo.",Skirmish,0,0,0
2347,,1862-08-24,1862-08-24,False,0.288936114314948,-0.704436840662192,,"Affair near Bloomfield, Mo.",Skirmish,0,0,0
2348,,1862-08-29,1862-08-29,False,0.210340946259624,-0.512818939218911,,"Skirmish at Bloomfield, Mo.",Skirmish,0,0,0
2349,,1862-08-11,1862-08-11,False,0.176705249045232,-0.430813876143447,,"Action at Bloomfield, Mo.",Skirmish,0,0,0
2350,,1863-01-27,1863-01-27,False,0.150382523764043,-0.366638106774279,,"Affair at Bloomfield, Mo.",Skirmish,0,0,0
2351,,1863-03-02,1863-03-02,False,0.0736987730970574,-0.179680311006678,,"Capture of, and skirmish near, Bloomfield, Mo.",Skirmish,0,0,0
2352,,1863-04-20,1863-04-20,False,0.251589170246675,-0.613383621682563,,"Affair at Bloomfield, Mo.",Skirmish,0,0,0
2353,,1863-05-12,1863-05-12,False,0.216245876085551,-0.527215374641219,,"Skirmish at Bloomfield, Mo.",Skirmish,0,0,0
2354,,1863-04-30,1863-04-30,False,0.238049496675333,-0.58037340107789,,"Skirmish at Bloomfield, Mo.",Skirmish,0,0,0
2355,,1864-04-01,1864-04-01,False,0.105544964691405,-0.257322493767507,,"Affair near Bloomfield, Mo.",Skirmish,0,0,0
2356,,1864-07-14,1864-07-14,False,0.199244153218601,-0.485764550916381,,"Skirmish near Bloomfield, Mo.",Skirmish,0,0,0
2357,,1865-03-03,1865-03-03,False,0.313050052464313,-0.763227506017876,,"Skirmish near Bloomfield, MO",Skirmish,0,0,0
2358,,1865-03-07,1865-03-07,False,0.104583771418556,-0.254979069325751,,"Skirmish near Bloomfield, MO",Skirmish,0,0,0
2359,,1864-12-17,1864-12-17,False,0.0292899573043098,-0.0645471262845202,,"Skirmish near Mount Airy, Va.",Skirmish,0,0,0
2360,,1861-06-05,1861-06-05,False,0.254031097229487,-0.526185549251792,,"Attack upon Pig Point batteries, Va.",Skirmish,0,0,0
2361,,1861-12-11,1861-12-11,False,0.259822193338545,-0.62967424253673,,"Skirmish near Bertrand, Mo.",Skirmish,0,0,0
2362,,1862-08-24,1862-08-24,False,0.344956792326746,-0.880689559274245,,"Skirmish at Granby, Mo.",Skirmish,0,0,0
2363,,1862-09-04,1862-09-04,False,0.29156019918528,-0.744365755463009,,"Affair at Granby, Mo. ",Skirmish,0,0,0
2364,,1861-12-12,1861-12-12,False,0.244177712436518,-0.590939282748163,,"Skirmish at Charleston, Mo.",Skirmish,0,0,0
2365,,1862-01-08,1862-01-08,False,0.0844495598910894,-0.204378040290687,,"Skirmish at Charleston, Mo.",Skirmish,0,0,0
2366,,1864-02-15,1864-02-15,False,0.359889266796426,-0.87097509050804,,"Affair near Charleston, Mo.",Skirmish,0,0,0
2367,,1864-04-19,1864-04-20,False,0.258835301152788,-0.626412401389417,,"Skirmishes near Charleston, Mo.",Skirmish,0,0,0
2368,,1861-08-19,1861-08-19,False,0.0464214893737026,-0.112343022463036,,"Skirmish at Charleston, Mo.",Skirmish,0,0,0
2369,,1863-05-10,1863-05-10,False,0.144725609566307,-0.333203306901339,,"Action at Horseshoe Bottom, KY, Cumberland River.",Skirmish,0,0,0
2370,,1862-04-11,1862-04-11,False,0.114759232460221,-0.237202527655354,,Confederate naval operations in Hampton Roads.,Skirmish,0,0,0
2371,,1864-05-07,1864-05-07,False,0.0585855440831381,-0.122737626559327,,"Skirmish at Stony Creek Station, VA",Skirmish,0,0,0
2372,VA067,1864-06-28,1864-06-29,False,0.204195073099975,-0.427791855817427,,Engagement at Sappony Church,Skirmish,0,0,0
2373,,1864-12-01,1864-12-01,False,0.0724035574589125,-0.151686579616772,,Skirmish at Stony Creek Station,Skirmish,0,0,0
2374,,1864-05-08,1864-05-08,False,0.320677758891802,-0.703785736609348,,Skirmish at Jeffersonville.,Skirmish,0,0,0
2375,VA008,1862-03-08,1862-03-09,False,0.100597967581612,-0.207941547191919,,Naval Battle at Hampton Roads,Battle,393,369,24
2376,,1865-04-06,1865-04-06,False,0.0551545399582589,-0.121028860721498,,"Action at Wytheville, Va.",Skirmish,0,0,0
2377,,1862-05-08,1862-05-08,False,0.0403759709395618,-0.0834037917260979,,Naval demonstration upon Sewell's Point.,Skirmish,0,0,0
2378,,1862-07-27,1862-07-27,False,0.0640194756261879,-0.161902354627556,,"Skirmish at Brown's Spring, Mo.",Skirmish,0,0,0
2379,,1863-06-07,1863-06-07,False,0.0945542683539196,-0.218904795784372,,"Skirmish near Edmonton, Ky.",Skirmish,0,0,0
2380,,1863-09-15,1863-09-15,False,0.110262645604715,-0.228481759068023,,"Affair at Smithfield, W. Va.",Skirmish,0,0,0
2381,,1863-09-16,1863-09-16,False,0.149537879393246,-0.309866297363807,,"Skirmish at Smithfield, W. Va.",Skirmish,0,0,0
2382,,1862-08-23,1862-08-23,False,0.154657786555038,-0.320475560257652,,"Affair at Smithfield, Va.",Skirmish,0,0,0
2383,,1864-06-26,1864-06-26,False,0.142438262517445,-0.295154760708799,,"Skirmish at Smithfield, W. Va.",Skirmish,0,0,0
2384,,1863-02-12,1863-02-12,False,0.324338439316525,-0.672080891420656,,"Skirmish near Smithfield, W. Va.",Skirmish,0,0,0
2385,,1864-08-28,1864-08-28,False,0.190144573077855,-0.394009832575691,,"Skirmish at Smithfield, W. Va.",Skirmish,0,0,0
2386,,1864-08-30,1864-08-30,False,0.292523483100858,-0.60615523617303,,"Skirmish near Smithfield, W. Va.",Skirmish,0,0,0
2387,VA001,1861-05-18,1861-05-19,False,0.229067046202728,-0.472918497169868,,"Engagement at Sewell's Point, Va.",Skirmish,0,0,0
2388,,1863-06-02,1863-06-02,False,0.265716794219806,-0.611140140290124,,"Skirmish at Jamestown, Ky.",Skirmish,0,0,0
2389,,1861-07-12,1861-07-12,False,0.077878044996295,-0.160939924440794,,"Skirmish near Newport News, Va.",Skirmish,0,0,0
2390,VA109,1864-05-10,1864-05-10,False,0.0403969852534104,-0.0885410006802159,,"Engagement at Cove Mountain, or Grassy Lick, near Wytheville.",Battle,0,0,0
2391,,1861-07-05,1861-07-05,False,0.265739090504641,-0.549069970621609,,"Skirmish near Newport News, Va.",Skirmish,0,0,0
2392,,1862-08-12,1862-08-12,False,0.315870403551198,-0.777111821612622,,"Skirmish at Van Buren, Mo.",Skirmish,0,0,0
2393,,1862-09-22,1862-09-22,False,0.130076703299346,-0.32001777537203,,"Skirmish near Van Buren, Mo.",Skirmish,0,0,0
2394,,1863-08-01,1863-08-01,False,0.147274102170569,-0.336810802637343,,"Skirmish at Smith's Shoals, Cumberland River.",Skirmish,0,0,0
2395,,1862-09-18,1862-09-18,False,0.0893522005887033,-0.207494395310342,,"Affair at Glasgow, Ky.",Skirmish,0,0,0
2396,,1862-09-30,1862-09-30,False,0.192178818340475,-0.446279189995175,,"Skirmish at Glasgow, Ky.",Skirmish,0,0,0
2397,,1862-12-24,1862-12-24,False,0.220292682455009,-0.511565430242735,,"Skirmish at Glasgow, Ky.",Skirmish,0,0,0
2398,,1863-10-06,1863-10-06,False,0.172474795616666,-0.400522350730772,,"Skirmish at Glasgow, Ky.",Skirmish,0,0,0
2399,,1865-03-25,1865-03-25,False,0.11635310993482,-0.270196123087489,,"Skirmish near Glasgow, Ky.",Skirmish,0,0,0
2400,,1862-08-01,1862-08-01,False,0.258270608698337,-0.6502416754185,,"Skirmish at Ozark, Mo.",Skirmish,0,0,0
2401,,1864-12-05,1864-12-05,False,0.0198213000411641,-0.0409969657440519,,"Capture of the tug-boat Lizzie Freeman, near Smithfield, Va.",Skirmish,0,0,0
2402,KS002,1863-10-06,1863-10-06,False,0.129440880610638,-0.331211743782266,,Action at Baxter Springs,Skirmish,106,103,3
2403,,1864-08-01,1864-08-01,False,0.299836543926707,-0.767218085160731,,"Skirmish during scout to Baxter Springs, Kans.",Skirmish,0,0,0
2404,,1861-05-23,1861-05-23,False,0.012343737589161,-0.025452451419524,,"Demonstration on Hampton, Va.",Skirmish,0,0,0
2405,,1861-07-19,1861-07-19,False,0.234460331414595,-0.483718769144909,,"Affair near New Market Bridge, Va.",Skirmish,0,0,0
2406,,1864-05-06,1864-05-06,False,0.0434540469244923,-0.0903231233452272,,"Skirmish at Birch Island Bridges, Blackwater River, VA",Skirmish,0,0,0
2407,,1861-11-11,1861-11-11,False,0.294021959183953,-0.60658421269839,,"Skirmish near New Market Bridge, near Fort Monroe, Va.",Skirmish,0,0,0
2408,,1861-12-22,1861-12-22,False,0.216673518486087,-0.447009930782906,,"Skirmish near New Market, Va.",Skirmish,0,0,0
2409,,1861-10-25,1861-10-25,False,0.310076551903151,-0.736436753557007,,"Skirmish at Saratoga, Ky.",Skirmish,0,0,0
2410,KY006,1862-01-19,1862-01-19,False,0.262883961771083,-0.601165473677426,,Battle of Logan's Cross-Roads,Battle,775,246,529
2411,,1861-07-19,1861-07-19,False,0.0239893107127923,-0.0494453737224391,,"Affair on the Back River Road, Va.",Skirmish,0,0,0
2412,,1861-12-12,1861-12-12,False,0.0517339694976201,-0.119234724767909,,"Skirmish at Gradyville, Ky.",Skirmish,0,0,0
2413,KY010,1864-03-25,1864-03-25,False,0.16758876644622,-0.400348991462375,,"Attack on Paducah, Ky.",Battle,140,90,50
2414,,1864-04-14,1864-04-14,False,0.0704126508651624,-0.168207179740214,,"Skirmish at Paducah, Ky.",Skirmish,0,0,0
2415,VA003,1861-06-10,1861-06-10,False,0.344297452675421,-0.709415100740664,,"Engagement at Big Bethel, or Bethel Church, Va.",Battle,84,76,8
2416,,1864-06-22,1864-06-22,False,0.220346846747438,-0.459864333570552,,"Skirmish at Reams' Station, VA",Skirmish,0,0,0
2417,,1864-06-29,1864-06-29,False,0.252983036285397,-0.52797612992114,,"Engagement at Reams' Station, VA",Skirmish,0,0,0
2418,,1864-08-23,1864-08-23,False,0.257322408581394,-0.537032409048658,,"Action on the Dinwiddie Road, near Reams' Station.",Skirmish,0,0,0
2419,,1864-08-24,1864-08-24,False,0.213067427568172,-0.444672170401135,,Skirmish near Reams Station.,Skirmish,0,0,0
2420,,1864-08-24,1864-08-24,False,0.358480736721928,-0.748150053081831,,"Action on the Vaughan Road, near Reams' Station.",Skirmish,0,0,0
2421,VA073,1864-08-25,1864-08-25,False,0.238792935752672,-0.498361360201926,Reams' Station,Battle of Reams' Station,Battle,3556,2742,814
2422,,1862-08-19,1862-08-19,False,0.189701689147564,-0.479751474016438,,"Affair at Mount Vernon, Mo.",Skirmish,0,0,0
2423,,1864-09-02,1864-09-02,False,0.00387592211173915,-0.00980212329492394,,"Skirmish near Mount Vernon, Mo.",Skirmish,0,0,0
2424,VA086,1865-03-31,1865-03-31,False,0.00905333513014039,-0.0189331998644832,,Engagement at Dinwiddie Court-House.,Battle,1114,354,760
2425,,1864-09-15,1864-09-15,False,0.322612570852888,-0.674678247844532,,"Skirmish at Dinwiddie Court-House, VA",Skirmish,0,0,0
2426,,1863-07-03,1863-07-03,False,0.217413728548531,-0.499873479239075,,"Skirmish at Columbia, Ky.",Skirmish,0,0,0
2427,,1861-10-21,1861-10-21,False,0.130997438877993,-0.270126161097933,,"Skirmish at Young's Mill, near Newport News, Va.",Skirmish,0,0,0
2428,,1861-08-10,1861-08-10,False,0.199950285764542,-0.503362267673855,Wilson's Creek,Battle of Wilson's Creek,Battle,2330,1235,1095
2429,,1864-07-12,1864-07-12,False,0.165262504563674,-0.344354481330553,,Skirmish at Warwick Swamp.,Skirmish,0,0,0
2430,,1864-07-27,1864-07-27,False,0.318671924236238,-0.664010904800844,,Skirmish near Lee's Mill.,Skirmish,0,0,0
2431,,1864-07-30,1864-07-30,False,0.302822528484756,-0.630985806531797,,Skirmish at Lee's Mill.,Skirmish,0,0,0
2432,,1864-11-16,1864-11-16,False,0.135130853181202,-0.281569706218747,,Skirmish near Lee's Mill.,Skirmish,0,0,0
2433,,1865-03-29,1865-03-29,False,0.1592698873256,-0.332430297516132,,"Skirmish on the Vaughan Road, near Hatcher's Run.",Skirmish,0,0,0
2434,VA085,1865-03-29,1865-03-29,False,0.133704790805161,-0.27923930274019,,Battle of Lewis Farm,Battle,752,381,371
2435,,1865-01-09,1865-01-09,False,0.173530999955247,-0.360998104038718,,Skirmish near Disputanta Station.,Skirmish,0,0,0
2436,,1862-07-20,1862-07-20,False,0.0304780822442391,-0.0742552011990756,,"Skirmish at Greenville, Mo.",Skirmish,0,0,0
2437,,1862-03-09,1862-03-09,False,0.0750480571634349,-0.18650133206004,,"Skirmish at Mountain Grove, Mo.",Skirmish,0,0,0
2438,,1864-06-23,1864-06-23,False,0.330248835264102,-0.69451199378041,,"Skirmish at Nottoway Court-House, VA",Skirmish,0,0,0
2439,,1862-08-17,1862-08-17,False,0.0589633413824008,-0.133531380325977,,"Action at London, Ky",Skirmish,0,0,0
2440,,1863-07-26,1863-07-26,False,0.189320325196659,-0.428744432635195,,"Skirmish at London, KY",Skirmish,0,0,0
2441,,1865-03-29,1865-03-29,False,0.318199353628249,-0.664372569756021,,Skirmish at the j unction of the Quaker and Boydton Roads.,Skirmish,0,0,0
2442,VA083,1865-02-05,1865-02-07,False,0.338635003203215,-0.706627194938869,Hatcher's Run,Battle of Hatcher's Run ,Battle,2539,1539,1000
2443,,1864-05-10,1864-05-10,False,0.103533844871201,-0.224671273508766,,Skirmish at New River Bridge.,Skirmish,0,0,0
2444,,1862-05-11,1862-05-11,False,0.112163968157591,-0.259620581420212,,"Affair at Cave City, Ky.",Skirmish,0,0,0
2445,,1862-04-04,1862-04-04,False,0.147905173711708,-0.304518148285611,,"Skirmish at Howard's Mill, near Cockletown.",Skirmish,0,0,0
2446,VA079,1864-10-27,1864-10-28,False,0.168467243921216,-0.351566148497986,Boyden Plank,Battle of Boydton Plank Road,Battle,3058,1758,1300
2447,VA088,1865-04-01,1865-04-01,False,0.00102810218217216,-0.00214836331950741,Five Forks,Battle of Five Forks,Battle,3829,884,2945
2448,VA087,1865-03-31,1865-03-31,False,0.147553194065589,-0.30808113677872,White Oak Road,Battle of White Oak Road,Battle,2667,1867,800
2449,,1865-03-30,1865-03-30,False,0.229477165399554,-0.4792699094469,,Skirmish near Five Forks.,Skirmish,0,0,0
2450,,1865-04-01,1865-04-01,False,0.146318115315199,-0.30546956414433,,Skirmish at the White Oak Road.,Skirmish,0,0,0
2451,,1862-06-17,1862-06-17,False,0.346758875490196,-0.852724425889163,,"Skirmish at Eminence, Mo.",Skirmish,0,0,0
2452,,1862-10-14,1862-10-14,False,0.204183175376398,-0.460328994369262,,"Skirmish at Manchester, Ky.",Skirmish,0,0,0
2453,,1862-03-16,1862-03-16,False,0.254357691701095,-0.565687266254248,,"Action at Pound Gap, Ky.",Skirmish,0,0,0
2454,,1864-05-09,1864-05-09,False,0.0103975062801994,-0.0231238806429303,,"Skirmish near Pound Gap, Ky.",Skirmish,0,0,0
2455,,1864-06-01,1864-06-01,False,0.04413892254074,-0.0981642279440912,,"Skirmish near Pound Gap, KY",Skirmish,0,0,0
2456,,1865-03-30,1865-03-30,False,0.148867248319944,-0.311007404377359,,Skirmishes on the line of Hatcher's Run and Gravelly Run.,Skirmish,0,0,0
2457,VA074,1864-09-29,1864-10-02,False,0.0138321799701556,-0.0288233091404844,Poplar Spring Church,Battle of Poplar Spring Church,Battle,4189,2889,1300
2458,VA065,1864-06-22,1864-06-22,False,0.269583740857008,-0.561103584484675,Jerusalem Plank Road,Battle of Jerusalem Plank Road,Battle,3534,2962,572
2459,VA049,1864-05-09,1864-05-09,False,0.232264975735884,-0.504277160550248,,Battle of Cloyd's Mountain,Battle,1226,688,538
2460,,1861-07-05,1861-07-05,False,0.0155481853235642,-0.0394480216500933,,"Engagement near Carthage, Mo., embracing actions at Dry Fork Creek and Brier Fork.",Battle,44,44,0
2461,,1862-04-05,1862-04-05,False,0.144999964688184,-0.298653357231218,,Skirmish near Lee's Mill.,Skirmish,0,0,0
2462,VA072,1864-08-18,1864-08-21,False,0.0198337792936875,-0.0413052983490332,Weldon Railroad,Battle of the Weldon Railroad,Battle,5879,4279,1600
2463,,1865-03-25,1865-03-25,False,0.0770932498570549,-0.160621993586639,,Action at Fort Fisher.,Skirmish,0,0,0
2464,,1862-11-27,1862-11-27,False,0.313652160873281,-0.795680325152446,,"Skirmish at Carthage, Mo.",Skirmish,0,0,0
2465,,1863-01-13,1863-01-13,False,0.281718359835561,-0.714669892696627,,"Skirmish at Carthage, Mo.",Skirmish,0,0,0
2466,,1863-05-16,1863-05-16,False,0.130894650729055,-0.332056689687173,,"Skirmish near Carthage, Mo.",Skirmish,0,0,0
2467,,1863-05-26,1863-05-26,False,0.345809988877038,-0.877259074589352,,"Skirmish near Carthage, MO",Skirmish,0,0,0
2468,,1863-06-27,1863-06-28,False,0.21599962164579,-0.547953021287691,,"Skirmishes at Carthage, Mo.",Skirmish,0,0,0
2469,,1863-10-02,1863-10-02,False,0.175413799149148,-0.444993933262298,,"Skirmish at Carthage, Mo.",Skirmish,0,0,0
2470,,1863-10-18,1863-10-18,False,0.218930692586677,-0.55538863235696,,"Skirmish at Carthage, Mo.",Skirmish,0,0,0
2471,,1864-07-21,1864-07-21,False,0.151869478276909,-0.385266135325379,,"Skirmishes near Carthage, Mo.",Skirmish,0,0,0
2472,,1864-09-22,1864-09-22,False,0.270890506593979,-0.687201534869991,,"Skirmish at Carthage, Mo.",Skirmish,0,0,0
2473,,1861-10-29,1861-10-29,False,0.218511886233615,-0.509128975292283,,"Skirmishes at and near Woodbury, Ky.",Skirmish,0,0,0
2474,VA089,1865-04-02,1865-04-02,False,0.325541294457385,-0.6782883562919,Fall of Petersburg,Fall of Petersburg,Battle,7739,3491,4248
2475,VA009,1862-04-16,1862-04-16,False,0.267944594829566,-0.551539452698245,,Battle of Dam No. 1,Battle,310,165,145
2476,,1863-05-15,1863-05-15,True,0.35086694696399,-0.854334338984888,,"Affair near Patterson, Mo.",Skirmish,0,0,0
2477,,1863-04-20,1863-04-20,False,0.284224002443834,-0.692063836028459,,"Skirmish at Patterson, Mo.",Skirmish,0,0,0
2478,,1864-09-22,1864-09-22,False,0.319804548329784,-0.778699760025351,,"Affair at Patterson, Mo.",Skirmish,0,0,0
2479,,1861-11-20,1861-11-20,False,0.331523693175423,-0.76896409384543,,"Skirmish at Brownsville, Ky.",Skirmish,0,0,0
2480,VA090,1865-04-02,1865-04-02,False,0.0684773367936074,-0.142783456799738,,Battle of Sutherland's Station,Battle,966,366,600
2481,,1863-09-11,1863-09-11,False,0.0136751250515682,-0.0320469301535299,,"Skirmish near Greenville, Ky.",Skirmish,0,0,0
2482,,1863-12-03,1863-12-03,False,0.227738096117649,-0.533692147754309,,"Skirmish at Greenville, Ky.",Skirmish,0,0,0
2483,,1864-10-27,1864-10-27,False,0.118766214556076,-0.247034174123239,,Skirmish in front of Fort Sedgwick.,Skirmish,0,0,0
2484,,1863-01-08,1863-01-08,False,0.0709017953574541,-0.177806507692629,,Engagement at Springfield. Mo.,Battle,427,165,262
2485,,1863-12-16,1863-12-16,False,0.201080292460228,-0.504161343548137,,Skirmish near Springfield Mo.,Skirmish,0,0,0
2486,,1861-10-25,1861-10-25,False,0.158879901132526,-0.398325014533698,,"Action at Springfield, Mo.",Skirmish,0,0,0
2487,,1862-02-12,1862-02-12,False,0.310825319843399,-0.779264709768355,,"Skirmish at Springfield, Mo.",Skirmish,0,0,0
2488,,1864-10-27,1864-10-27,False,0.217523423755488,-0.452208572752782,,Skirmish in front of Fort Morton,Skirmish,0,0,0
2489,,1864-11-05,1864-11-05,False,0.172741144935478,-0.359110873019179,,Skirmish in front of Fort Morton.,Skirmish,0,0,0
2490,VA070,1864-07-30,1864-07-30,False,0.26015631476349,-0.540873437129286,The Crater,Battle of the Crater,Battle,5289,3798,1491
2491,,1864-11-24,1864-11-24,False,0.0391054258136328,-0.0812040581903983,,Skirmish near Prince George Court-House.,Skirmish,0,0,0
2492,,1865-01-01,1865-01-31,False,0.0216121999929497,-0.0449259051222706,,Petersburg Trenches,Seige,401,401,0
2493,,1864-10-01,1864-10-31,False,0.166083686479502,-0.345242962010767,,Petersburg Trenches,Seige,1312,1312,0
2494,,1864-11-01,1864-11-30,False,0.113947990909896,-0.236866983933209,,Petersburg Trenches,Seige,423,423,0
2495,,1864-12-01,1864-12-31,False,0.265432841808134,-0.551762924241722,,Petersburg Trenches,Seige,613,613,0
2496,,1865-02-01,1865-02-28,False,0.23065663340244,-0.47947261414575,,Petersburg Trenches,Seige,372,372,0
2497,,1865-03-01,1865-03-31,False,0.0202075610838395,-0.042006041601559,,Petersburg Trenches,Seige,428,428,0
2498,,1864-06-20,1864-06-30,False,0.143303440107664,-0.297889005102307,,Petersburg Trenches,Seige,769,769,0
2499,,1864-07-01,1864-07-31,False,0.093993413085221,-0.195386825948425,Petersburg Trenches,Petersburg Trenches,Seige,2081,2081,0
2500,,1864-08-01,1864-08-31,False,0.0797910656753182,-0.165863995673906,,Petersburg Trenches,Seige,1077,1077,0
2501,,1864-09-01,1864-09-30,False,0.181427153019686,-0.377137869621093,,Petersburg Trenches,Seige,802,802,0
2502,VA009,1862-04-05,1862-05-04,False,0.0526165768406942,-0.108142401107541,,Siege of Yorktown.,Siege,0,0,0
2503,,1864-11-05,1864-11-05,False,0.135199563753535,-0.281004005011018,,Skirmish in front of Fort Haskell,Skirmish,0,0,0
2504,,1861-10-31,1861-10-31,False,0.286803026535489,-0.66785544218525,,"Skirmish near Morgantown, Ky.",Skirmish,0,0,0
2505,,1862-04-05,1862-04-05,False,0.0307626654329336,-0.0632729717600925,,Skirmish near Junction of the Warwick and Yorktown Roads.,Skirmish,0,0,0
2506,,1864-05-11,1864-05-11,False,0.273448429144839,-0.590641574549461,,Skirmish at Blacksburg.,Skirmish,0,0,0
2507,,1865-04-07,1865-04-07,False,0.276463525884456,-0.582507424021009,,Skirmish at Prince Edward Court-House.,Skirmish,0,0,0
