"battle","belligerent","commander_number","PersonID","last_name","first_name","middle_name","middle_initial","rank","navy"
"AL002","US",1,"770548cc-5346-41fa-98ac-1a2929e398a1","Adams","Emil","","","Captain",0
"AL003","US",1,"7a5f39ff-efc9-4ccd-a5ed-56ad106e2f26","Farragut","David","Glasgow","G.","Rear Admiral",1
"AL003","US",2,"c66b4ad0-8194-4dda-a234-c04e1e4e502e","Granger","Gordon","","","Major General",0
"AL004","US",1,"edd26ba8-b6b7-48dd-8b93-3e46475d0ac5","Granger","Robert","Seaman","S.","Brigadier General",0
"AL005","US",1,"30a29258-21ca-4370-8924-ee4559fe526b","Canby","Edward","Richard Sprigg","R. S.","Major General",0
"AL006","US",1,"30a29258-21ca-4370-8924-ee4559fe526b","Canby","Edward","Richard Sprigg","R. S.","Major General",0
"AL007","US",1,"460c9e8f-625e-490f-8eda-7385907b8d3f","Wilson","James","Harrison","H.","Major General",0
"AR001","US",1,"e08b618c-acc7-4502-9ef8-b8546572e22d","Curtis","Samuel","","R.","Brigadier General",0
"AR002","US",1,"8898d2e3-eb7a-498c-8d4f-0886008fbd28","Fitch","Graham","","N.","Colonel",0
"AR002","US",2,"1c4159d5-d3ad-4c81-b53d-02dead715a4f","Kilty","Augustus","Henry","H.","Commander",1
"AR003","US",1,"c26f173d-b9e3-4afa-89d4-5928f663c844","Hovey","Charles","Edward","E.","Colonel",0
"AR003","US",2,"291cca7a-a675-404f-9c4d-7c55d227e81e","Benton","William","Plummer","P.","Brigadier General",0
"AR004","US",1,"a3f15046-9028-421d-bbe0-fb6c341a991f","Blunt","James","","G.","Brigadier General",0
"AR005","US",1,"42af3182-e310-412a-917c-4718d4f4dda6","Herron","Francis","Jay","J.","Brigadier General",0
"AR005","US",2,"a3f15046-9028-421d-bbe0-fb6c341a991f","Blunt","James","","G.","Brigadier General",0
"AR006","US",1,"8da88a4c-d429-4247-a6e8-cba41f280a10","Porter","David","Dixon","D.","Acting Rear Admiral",0
"AR006","US",2,"ff3bef0a-370b-48a3-9e53-a77c9f9a5b35","McClernand","John","Alexander","A.","Major General",0
"AR007","US",1,"e40d06fb-a659-4f50-add2-8aebb8d9156b","Vandever","William","","","Brigadier General",0
"AR008","US",1,"84cac7af-39b5-4fda-af6a-303608eec2c3","Prentiss","Benjamin","Mayberry","M.","Major General",0
"AR009","US",1,"6910b429-cf7d-4766-ae47-194be94c58b2","Cloud","William","","F.","Colonel",0
"AR010","US",1,"50a85216-8922-4d4f-93c9-e4fd108eb188","Davidson","John","Wynn","W.","Brigadier General",0
"AR011","US",1,"65299168-a5f5-4a3b-8daa-7a9c0468c210","Clayton","Powell","","","Colonel",0
"AR012","US",1,"d84237f6-ba30-44d3-9aa9-7e2aafed4d9a","Steele","Frederick","","","Major General",0
"AR013","US",1,"d84237f6-ba30-44d3-9aa9-7e2aafed4d9a","Steele","Frederick","","","Major General",0
"AR014","US",1,"cb2cf7d8-0211-4695-99a1-4e3b3515b7ca","Williams","James","","M.","Colonel",0
"AR015","US",1,"23f64b08-7318-44a0-9e85-22ab893d84dc","Drake","Francis","Marion","M.","Lieutenant Colonel",0
"AR016","US",1,"d84237f6-ba30-44d3-9aa9-7e2aafed4d9a","Steele","Frederick","","","Major General",0
"AR017","US",1,"20e1eb2c-b6ef-40fd-9762-ebbac239e67b","Mower","Joseph","Anthony","A.","Brigadier General",0
"CO001","US",1,"a858e995-675f-4386-9c26-6579fa7533dc","Chivington","John","Milton","M.","Colonel",0
"DC001","US",1,"0feb9176-d689-4e1d-ac4a-6bb149fc6f5b","Wright","Horatio","Gouverneur","G.","Major General",0
"DC001","US",2,"e3e8f37d-3ef3-4e19-a040-7659fb38a1f8","McCook","Alexander","McDowell","M.","Major General",0
"FL001","US",1,"16444c27-8f8e-4307-b6c0-1067bb94c99e","Brown","Harvey","","","Colonel",0
"FL002","US",1,"fb7b56ed-bd6a-4f10-925d-d52129bc94ea","Drake","Andrew","","J.","Captain (Naval)",0
"FL003","US",1,"0bbf8c45-2f41-4b08-98ce-222e943adac8","Brannan","John","Milton","M.","Brigadier General",0
"FL004","US",1,"b80b0b72-4280-4ce7-8e9a-23b812cb4561","Semmes","Alexander","Aldebaran","A.","Lieutenant Commander",1
"FL005","US",1,"ae4b233a-c76c-41c5-a0bd-ad6340f39cb9","Seymour","Truman","","","Brigadier General",0
"FL006","US",1,"3308b7a8-1e72-4092-a3fd-172ee147356f","Newton","John","","","Major General",0
"GA001","US",1,"5eec596f-c299-41da-96b6-984213b14c9e","Hunter","David","","","Major General",0
"GA001","US",2,"29c87347-958e-438f-b06a-5b3e586564cd","Gillmore","Quincy","Adams","A.","Captain",0
"GA002","US",1,"37171fb9-ae75-49cb-a0d7-2d16e0783adc","Drayton","Percival","","","Captain (Naval)",0
"GA003","US",1,"3082b228-4ba0-4a46-b4ea-3557f87a7f81","Negley","James","Scott","S.","Major General",0
"GA004","US",1,"7d67c576-bbd4-4b23-ac53-300f9522f311","Rosecrans","William","Starke","S.","Major General",0
"GA004","US",2,"6951057d-db32-4db5-8b3e-dea0c1101a5f","Thomas","George","","H.","Major General",0
"GA005","US",1,"cfa9a700-f979-46ff-bfb1-4615441ccd55","Hooker","Joseph","","","Major General",0
"GA006","US",1,"6951057d-db32-4db5-8b3e-dea0c1101a5f","Thomas","George","","H.","Major General",0
"GA007","US",1,"72fc916d-f36e-4ffa-ab9c-bec7bde07002","Sherman","William","Tecumsheh","","Major General",0
"GA008","US",1,"72fc916d-f36e-4ffa-ab9c-bec7bde07002","Sherman","William","Tecumsheh","","Major General",0
"GA009","US",1,"72fc916d-f36e-4ffa-ab9c-bec7bde07002","Sherman","William","Tecumsheh","","Major General",0
"GA010","US",1,"72fc916d-f36e-4ffa-ab9c-bec7bde07002","Sherman","William","Tecumsheh","","Major General",0
"GA010","US",2,"cfa9a700-f979-46ff-bfb1-4615441ccd55","Hooker","Joseph","","","Major General",0
"GA011","US",1,"72fc916d-f36e-4ffa-ab9c-bec7bde07002","Sherman","William","Tecumsheh","","Major General",0
"GA012","US",1,"fe627383-b1ba-4c9a-b23f-75a2cd4b5c42","Howard","Oliver","","O.","Major General",0
"GA013","US",1,"72fc916d-f36e-4ffa-ab9c-bec7bde07002","Sherman","William","Tecumsheh","","Major General",0
"GA014","US",1,"d3b0a222-2294-41d9-96b9-bc78996d55ae","Schofield","John","McAllister","M.","Major General",0
"GA014","US",2,"cfa9a700-f979-46ff-bfb1-4615441ccd55","Hooker","Joseph","","","Major General",0
"GA015","US",1,"72fc916d-f36e-4ffa-ab9c-bec7bde07002","Sherman","William","Tecumsheh","","Major General",0
"GA016","US",1,"6951057d-db32-4db5-8b3e-dea0c1101a5f","Thomas","George","","H.","Major General",0
"GA017","US",1,"72fc916d-f36e-4ffa-ab9c-bec7bde07002","Sherman","William","Tecumsheh","","Major General",0
"GA018","US",1,"fe627383-b1ba-4c9a-b23f-75a2cd4b5c42","Howard","Oliver","","O.","Major General",0
"GA019","US",1,"d3b0a222-2294-41d9-96b9-bc78996d55ae","Schofield","John","McAllister","M.","Major General",0
"GA020","US",1,"ba0709f1-bf0c-44af-95c8-91c04a591cb1","Steedman","James","Blair","B.","Major General",0
"GA021","US",1,"7830dd73-a91e-4fe5-b112-4492303f8c2d","Kilpatrick","Hugh","Judson","J.","Brigadier General",0
"GA022","US",1,"72fc916d-f36e-4ffa-ab9c-bec7bde07002","Sherman","William","Tecumsheh","","Major General",0
"GA023","US",1,"157b4c7c-6c0e-4aa8-9b7f-44ccb3754a88","Corse","John","Murray","M.","Brigadier General",0
"GA025","US",1,"92e6e174-42f6-43f7-a778-dd620c12a02c","Walcutt","Charles","Carroll","C.","Brigadier General",0
"GA026","US",1,"7830dd73-a91e-4fe5-b112-4492303f8c2d","Kilpatrick","Hugh","Judson","J.","Brigadier General",0
"GA027","US",1,"7830dd73-a91e-4fe5-b112-4492303f8c2d","Kilpatrick","Hugh","Judson","J.","Brigadier General",0
"GA028","US",1,"4464435b-2a29-4da1-8a6b-36181fa9818d","Hazen","William","Babcock","B.","Brigadier General",0
"ID001","US",1,"3cc43a6f-c096-4e45-85fa-51488b4b7e03","Connor","Patrick","Edward","E.","Colonel",0
"IN001","US",1,"76fc26fd-73d5-4139-8ca3-78c66fd9f947","Jordan","Lewis","","","Brevet Colonel",0
"KS002","US",1,"148cb6fb-2f8b-401e-9f7e-68afdeded45c","Pond","James","","B.","Lieutenant",0
"KS002","US",2,"a3f15046-9028-421d-bbe0-fb6c341a991f","Blunt","James","","G.","Major General",0
"KS003","US",1,"90849b39-6f3a-4d88-af29-ddded5d1733a","Pleasonton","Alfred","","","Major General",0
"KS004","US",1,"90849b39-6f3a-4d88-af29-ddded5d1733a","Pleasonton","Alfred","","","Major General",0
"KY001","US",1,"ec7a8c0a-d93a-4b02-9bf9-f17becb8b146","Black","Isaac","","J.","Captain",0
"KY002","US",1,"3bd4841a-fc35-4529-8d76-ed0804f965cc","Schoepf","Albin","Francisco","F.","Brigadier General",0
"KY003","US",1,"9a9f97a2-dc6b-413e-9bd4-eedd766bb2a2","Nelson","William","","","Brigadier General",0
"KY003","US",2,"33c422d7-a6c5-487d-837d-65a083bc3950","Sill","Joshua","Woodrow","W.","Colonel",0
"KY004","US",1,"5ef9c30d-ebf3-4c17-bb2d-edb036b9e3c3","Willich","August","","","Colonel",0
"KY005","US",1,"44e462be-53b8-40f5-abef-2a935e33194a","Garfield","James","","","Colonel",0
"KY006","US",1,"6951057d-db32-4db5-8b3e-dea0c1101a5f","Thomas","George","","H.","Brigadier General",0
"KY007","US",1,"9a9f97a2-dc6b-413e-9bd4-eedd766bb2a2","Nelson","William","","","Major General",0
"KY008","US",1,"4d12adf0-e2a3-4c38-9918-853f9dfd46bf","Dunham","Cyrus","Livingston","L.","Colonel",0
"KY008","US",2,"9db3b656-d275-4184-880f-1c13065b3863","Wilder","John","","T.","Colonel",0
"KY009","US",1,"ae900570-5c73-4de2-b99b-e0f6fbe50ca3","Buell","Don","Carlos","C.","Major General",0
"KY010","US",1,"70b1756d-74cd-4b37-a8d7-baf233651469","Hicks","Stephen","","G.","Colonel",0
"KY010","US",2,"3df24d8f-be80-4dbe-86ed-44c3189f515a","Shirk","James","","W.","Lieutenant Commander",1
"KY011","US",1,"05ae48ad-00e7-40f3-a820-dd4d48ac54ec","Burbridge","Stephen","Gano","G.","Brigadier General",0
"LA001","US",1,"7a5f39ff-efc9-4ccd-a5ed-56ad106e2f26","Farragut","David","Glasgow","G.","Flag Officer",1
"LA002","US",1,"7a5f39ff-efc9-4ccd-a5ed-56ad106e2f26","Farragut","David","Glasgow","G.","Flag Officer",1
"LA002","US",2,"c94b93a1-0565-4e9f-95af-12f5fe7e93f8","Butler","Benjamin","Frankiln","F.","Major General",0
"LA003","US",1,"112c0903-05c0-43af-b85c-599f4eb2a25a","Williams","Thomas","","","Brigadier General",0
"LA004","US",1,"7a5f39ff-efc9-4ccd-a5ed-56ad106e2f26","Farragut","David","Glasgow","G.","Rear Admiral",1
"LA005","US",1,"6039ac35-5424-47ea-972c-11111315b2fc","Weitzel","Godfrey","","","Brigadier General",0
"LA006","US",1,"f2f4eda1-b51f-4f8e-ad2d-379a1eb685f3","Banks","Nathaniel","","P.","Major General",0
"LA007","US",1,"d28cf4ce-7176-40e5-81a3-d822f31ae359","Grover","Cuvier","","","Brigadier General",0
"LA008","US",1,"d28cf4ce-7176-40e5-81a3-d822f31ae359","Grover","Cuvier","","","Brigadier General",0
"LA009","US",1,"bbe8a8b5-108c-45aa-8324-0f6c84f57e0d","Augur","Christopher","Columbus","C.","Major General",0
"LA010","US",1,"f2f4eda1-b51f-4f8e-ad2d-379a1eb685f3","Banks","Nathaniel","","P.","Major General",0
"LA011","US",1,"3c9f2297-d852-451d-958c-bd72af4c60a7","Lieb","Hermann","","","Colonel",0
"LA012","US",1,"b85461b7-3686-4245-9143-ccd616b6c8ed","Stickney","Albert","","","Lieutenant Colonel",0
"LA013","US",1,"75f89742-e9e6-44e6-895c-c1b4d481fcab","Bullen","Joseph","","D.","Major",0
"LA014","US",1,"8dd9979a-8839-4992-a131-2e796634002a","Ellet","Alfred","Washington","W.","Brigadier General",0
"LA015","US",1,"6039ac35-5424-47ea-972c-11111315b2fc","Weitzel","Godfrey","","","Brigadier General",0
"LA015","US",2,"d28cf4ce-7176-40e5-81a3-d822f31ae359","Grover","Cuvier","","","Brigadier General",0
"LA016","US",1,"e10e5704-5a68-4a9d-8475-2e037f09e959","Dana","Napoleon","Jackson Tecumseh","J.T.","Major General",0
"LA017","US",1,"869b58fb-03ee-4ad7-bfd4-faf6f24b9378","Smith","Andrew","Jackson","J.","Brigadier General",0
"LA017","US",2,"20e1eb2c-b6ef-40fd-9762-ebbac239e67b","Mower","Joseph","Anthony","A.","Brigadier General",0
"LA018","US",1,"f2f4eda1-b51f-4f8e-ad2d-379a1eb685f3","Banks","Nathaniel","","P.","Major General",0
"LA019","US",1,"f2f4eda1-b51f-4f8e-ad2d-379a1eb685f3","Banks","Nathaniel","","P.","Major General",0
"LA020","US",1,"cabe5d39-74fb-4b1a-bc94-6d2b7752ea58","Smith","Thomas","Kilby","K.","Brigadier General",0
"LA020","US",2,"8da88a4c-d429-4247-a6e8-cba41f280a10","Porter","David","Dixon","D.","Rear Admiral",1
"LA021","US",1,"f2f4eda1-b51f-4f8e-ad2d-379a1eb685f3","Banks","Nathaniel","","P.","Major General",0
"LA022","US",1,"f2f4eda1-b51f-4f8e-ad2d-379a1eb685f3","Banks","Nathaniel","","P.","Major General",0
"LA023","US",1,"20e1eb2c-b6ef-40fd-9762-ebbac239e67b","Mower","Joseph","Anthony","A.","Brigadier General",0
"MD001","US",1,"fdae3f67-9283-4185-8511-2a1a6c974127","Lander","Frederick","West","W.","Brigadier General",0
"MD002","US",1,"113829b2-e1ff-4458-8dce-9a4da30810dd","McClellan","George","Brinton","B.","Major General",0
"MD003","US",1,"113829b2-e1ff-4458-8dce-9a4da30810dd","McClellan","George","Brinton","B.","Major General",0
"MD004","US",1,"15a8b826-e060-430a-bb4c-61936b75252e","Meade","George","Gordon","G.","Major General",0
"MD006","US",1,"90849b39-6f3a-4d88-af29-ddded5d1733a","Pleasonton","Alfred","","","Major General",0
"MD007","US",1,"2a86c08b-654e-47fd-a1a4-3c79cedcbceb","Wallace","Lewis","""Lew""","","Major General",0
"MD008","US",1,"d17d8043-2102-4329-8363-06b6a3dc04c0","Kelley","Benjamin","Franklin","F.","Brigadier General",0
"MN001","US",1,"3b15e83c-c6ea-49ff-8d24-6a6417ee0992","Sheehan","Timothy","","J.","First Lieutenant",0
"MN002","US",1,"9839110b-154f-4796-aa4f-dd402e2382ca","Sibley","Henry","Hastings","H.","Colonel",0
"MO001","US",1,"a590cf3d-2e52-49bb-83fc-dd1911ba651d","Lyon","Nathaniel","","","Brigadier General",0
"MO002","US",1,"2f47ce28-50f4-4728-8a6f-01d50726a032","Sigel","Franz","","","Colonel",0
"MO003","US",1,"a39669a8-b6d8-45a2-a0d3-e2a08065f296","Scott","John","","","Lieutenant Colonel",0
"MO004","US",1,"a590cf3d-2e52-49bb-83fc-dd1911ba651d","Lyon","Nathaniel","","","Brigadier General",0
"MO004","US",2,"4a50678b-9211-4c6a-828e-d9607876849a","Sturgis","Samuel","Davis","D.","Major General",0
"MO005","US",1,"ae5ec1e6-412c-4769-a108-56f59955df85","Lane","James","","H.","Colonel",0
"MO006","US",1,"0c07ddc2-1874-4aa7-93f3-3d24f43d1329","Mulligan","James","","A.","Colonel",0
"MO007","US",1,"4d4f0629-ef04-4744-a2fa-f1de813a61ab","Plummer","J.","","B.","Colonel",0
"MO007","US",2,"37745fc4-ddf2-4759-9671-10a574d5c1ea","Carlin","William","","P.","Colonel",0
"MO008","US",1,"093118f7-ee3b-4de8-934d-ecc1e0a25c42","Zagonyi","James","","","Major",0
"MO009","US",1,"f4036249-0d0f-4c0f-aa2e-557890e1e475","Grant","Ulysses","Simon","S.","Brigadier General",0
"MO010","US",1,"84cac7af-39b5-4fda-af6a-303608eec2c3","Prentiss","Benjamin","Mayberry","M.","Brigadier General",0
"MO011","US",1,"76ecfdbb-1025-42e8-991a-d2cf919dea81","Torrence","W","","H. G.","Major",0
"MO012","US",1,"60853683-b235-4e03-abcb-68edc8339fa5","Pope","John","","","Brigadier General",0
"MO012","US",2,"571ac77d-3839-4b5f-9d47-d7e83bacfe60","Foote","Andrew","Hull","H.","Flag Officer",1
"MO013","US",1,"8e1fc583-1c34-4dea-9cae-48f17abfc57d","McNeil","John","","H.","Colonel",0
"MO014","US",1,"44032864-985e-41f7-bd80-86e2cbc8e556","Buel","James","","T.","Lieutenant Colonel",0
"MO015","US",1,"a99716d1-c687-4fba-8f73-349afa52b172","Foster","Emory","","S.","Major",0
"MO016","US",1,"26b43e08-a277-4e9d-a1b0-6238f766f791","Salomon","Friedrich","","","Brigadier General",0
"MO017","US",1,"03876c23-d7f9-43bc-89e9-fa3047d7c586","Barstow","Hiram","","E.","Captain",0
"MO018","US",1,"d8150818-7ad3-4c26-a65e-8441ad5028e6","Brown","Egbert","Benson","B.","Brigadier General",0
"MO019","US",1,"f204fb08-f45f-499a-b776-1e9c11759118","Merrill","Samuel","","","Colonel",0
"MO020","US",1,"8e1fc583-1c34-4dea-9cae-48f17abfc57d","McNeil","John","","H.","Brigadier General",0
"MO021","US",1,"aa1614b8-da23-4624-a541-822e2a02f462","Ewing","Thomas","","","Brigadier General",0
"MO022","US",1,"c906863d-cc4c-4dff-9f12-cbe9abda060e","Harding","Chester","","","Colonel",0
"MO023","US",1,"a3f15046-9028-421d-bbe0-fb6c341a991f","Blunt","James","","G.","Major General",0
"MO024","US",1,"e08b618c-acc7-4502-9ef8-b8546572e22d","Curtis","Samuel","","R.","Major General",0
"MO025","US",1,"90849b39-6f3a-4d88-af29-ddded5d1733a","Pleasonton","Alfred","","","Major General",0
"MO026","US",1,"a3f15046-9028-421d-bbe0-fb6c341a991f","Blunt","James","","G.","Major General",0
"MO026","US",2,"90849b39-6f3a-4d88-af29-ddded5d1733a","Pleasonton","Alfred","","","Major General",0
"MO027","US",1,"e08b618c-acc7-4502-9ef8-b8546572e22d","Curtis","Samuel","","R.","Major General",0
"MO028","US",1,"8e1fc583-1c34-4dea-9cae-48f17abfc57d","McNeil","John","","H.","Brigadier General",0
"MO029","US",1,"a3f15046-9028-421d-bbe0-fb6c341a991f","Blunt","James","","G.","Major General",0
"MS001","US",1,"7d67c576-bbd4-4b23-ac53-300f9522f311","Rosecrans","William","Starke","S.","Major General",0
"MS002","US",1,"7d67c576-bbd4-4b23-ac53-300f9522f311","Rosecrans","William","Starke","S.","Major General",0
"MS003","US",1,"72fc916d-f36e-4ffa-ab9c-bec7bde07002","Sherman","William","Tecumsheh","","Major General",0
"MS004","US",1,"8da88a4c-d429-4247-a6e8-cba41f280a10","Porter","David","Dixon","D.","Rear Admiral",1
"MS005","US",1,"72fc916d-f36e-4ffa-ab9c-bec7bde07002","Sherman","William","Tecumsheh","","Major General",0
"MS006","US",1,"f4036249-0d0f-4c0f-aa2e-557890e1e475","Grant","Ulysses","Simon","S.","Major General",0
"MS007","US",1,"fb4ade2a-549d-4707-9784-5c2d3a928df6","McPherson","James","Birdseye","B.","Major General",0
"MS008","US",1,"f4036249-0d0f-4c0f-aa2e-557890e1e475","Grant","Ulysses","Simon","S.","Major General",0
"MS009","US",1,"f4036249-0d0f-4c0f-aa2e-557890e1e475","Grant","Ulysses","Simon","S.","Major General",0
"MS010","US",1,"ff3bef0a-370b-48a3-9e53-a77c9f9a5b35","McClernand","John","Alexander","A.","Major General",0
"MS011","US",1,"f4036249-0d0f-4c0f-aa2e-557890e1e475","Grant","Ulysses","Simon","S.","Major General",0
"MS012","US",1,"033ec012-d845-474f-bf9c-28366e02d1a4","Sherman","William","Tecumseh","T.","Major General",0
"MS013","US",1,"ee39c7f4-4266-4d29-90b8-5108a8f3b8b5","Smith","William","Sooy","S.","Brigadier General",0
"MS014","US",1,"4a50678b-9211-4c6a-828e-d9607876849a","Sturgis","Samuel","Davis","D.","Brigadier General",0
"MS015","US",1,"869b58fb-03ee-4ad7-bfd4-faf6f24b9378","Smith","Andrew","Jackson","J.","Major General",0
"MS016","US",1,"aa49135f-0a49-45bd-8360-000895a6b978","Halleck","Henry","Wager","W.","Major General",0
"NC001","US",1,"c94b93a1-0565-4e9f-95af-12f5fe7e93f8","Butler","Benjamin","Frankiln","F.","Major General",0
"NC002","US",1,"c5f9dd77-1122-48f0-8840-614720ba50d8","Burnside","Ambrose","Everett","E.","Brigadier General",0
"NC003","US",1,"c5f9dd77-1122-48f0-8840-614720ba50d8","Burnside","Ambrose","Everett","E.","Brigadier General",0
"NC004","US",1,"87cff8b4-f792-44ed-a7cc-9bc684d88994","Parke","John","Grubb","G.","Brigadier General",0
"NC005","US",1,"a2c3c81f-a2fa-43d9-9c8b-3b896a014391","Reno","Jesse","Lee","L.","Brigadier General",0
"NC006","US",1,"4f6ea451-e68a-4fb4-b5b9-724da90c13dd","Osborn","Francis","Augustus","A.","Lieutenant Colonel",0
"NC007","US",1,"f7a09726-833c-415e-acbc-7eab70718f97","Foster","John","Gray","G.","Brigadier General",0
"NC008","US",1,"f7a09726-833c-415e-acbc-7eab70718f97","Foster","John","Gray","G.","Brigadier General",0
"NC009","US",1,"f7a09726-833c-415e-acbc-7eab70718f97","Foster","John","Gray","G.","Brigadier General",0
"NC010","US",1,"86e9a968-23b5-4d01-b486-f1d339f8e7b7","Anderson","Hiram","","","Lieutenant Colonel",0
"NC011","US",1,"f7a09726-833c-415e-acbc-7eab70718f97","Foster","John","Gray","G.","Brigadier General",0
"NC012","US",1,"4f2fabea-8c43-4f75-9535-7445291615a8","Wessells","Henry","","W.","Colonel",0
"NC013","US",1,"3bda5978-2905-48d9-b4b5-b50e8370dcc8","Smith","Melancton","","","Captain (Naval)",0
"NC014","US",1,"8da88a4c-d429-4247-a6e8-cba41f280a10","Porter","David","Dixon","D.","Rear Admiral",1
"NC014","US",2,"c94b93a1-0565-4e9f-95af-12f5fe7e93f8","Butler","Benjamin","Frankiln","F.","Major General",0
"NC015","US",1,"8da88a4c-d429-4247-a6e8-cba41f280a10","Porter","David","Dixon","D.","Rear Admiral",1
"NC015","US",2,"5128b598-2305-4d47-8406-f865aefdc4c7","Terry","Alfred","Howe","H.","Major General",0
"NC016","US",1,"d3b0a222-2294-41d9-96b9-bc78996d55ae","Schofield","John","McAllister","M.","Major General",0
"NC017","US",1,"d3b0a222-2294-41d9-96b9-bc78996d55ae","Schofield","John","McAllister","M.","Major General",0
"NC018","US",1,"7830dd73-a91e-4fe5-b112-4492303f8c2d","Kilpatrick","Hugh","Judson","J.","Brigadier General",0
"NC019","US",1,"f0e3ce2c-892e-4ae0-9995-3d864cb98ac1","Slocum","Henry","Warner","W.","Major General",0
"NC020","US",1,"033ec012-d845-474f-bf9c-28366e02d1a4","Sherman","William","Tecumseh","T.","Major General",0
"NC020","US",2,"f0e3ce2c-892e-4ae0-9995-3d864cb98ac1","Slocum","Henry","Warner","W.","Major General",0
"ND001","US",1,"9839110b-154f-4796-aa4f-dd402e2382ca","Sibley","Henry","Hastings","H.","Brigadier General",0
"ND002","US",1,"9839110b-154f-4796-aa4f-dd402e2382ca","Sibley","Henry","Hastings","H.","Brigadier General",0
"ND003","US",1,"9839110b-154f-4796-aa4f-dd402e2382ca","Sibley","Henry","Hastings","H.","Brigadier General",0
"ND004","US",1,"7c4e7c11-bd53-47cb-8a55-a9754d5856b3","Sully","Alfred","","","Brigadier General",0
"ND005","US",1,"7c4e7c11-bd53-47cb-8a55-a9754d5856b3","Sully","Alfred","","","Brigadier General",0
"NM001","US",1,"30a29258-21ca-4370-8924-ee4559fe526b","Canby","Edward","Richard Sprigg","R. S.","Colonel",0
"NM002","US",1,"a858e995-675f-4386-9c26-6579fa7533dc","Chivington","John","Milton","M.","Major",0
"NM002","US",2,"a05df089-6f23-4706-9b71-b25bcdba94c4","Slough","John","Potts","P.","Colonel",0
"OH001","US",1,"d725e7f2-c7c8-4d34-bf37-f5fad5208e4a","Hobson","Edward","Henry","H.","Brigadier General",0
"OH002","US",1,"b8260749-dd79-4114-9406-620931238d93","Shackelford","James","Murrell","M.","Brigadier General",0
"OK004","US",1,"a3f15046-9028-421d-bbe0-fb6c341a991f","Blunt","James","","G.","Brigadier General",0
"OK005","US",1,"d36e3ecf-baef-4670-b61e-1a91d137d58c","Willette","Charles","","","Major",0
"OK006","US",1,"cb2cf7d8-0211-4695-99a1-4e3b3515b7ca","Williams","James","","M.","Colonel",0
"OK007","US",1,"a3f15046-9028-421d-bbe0-fb6c341a991f","Blunt","James","","G.","Major General",0
"PA001","US",1,"7830dd73-a91e-4fe5-b112-4492303f8c2d","Kilpatrick","Hugh","Judson","J.","Brigadier General",0
"PA002","US",1,"15a8b826-e060-430a-bb4c-61936b75252e","Meade","George","Gordon","G.","Major General",0
"SC001","US",1,"4580432b-ee6e-48ee-b8aa-414d117358da","Anderson","Robert","","","Major",0
"SC002","US",1,"d2efdb4f-e327-44a6-bd45-a345dd06d37d","Benham","Henry","Washington","W.","Brigadier General",0
"SC003","US",1,"5f5de75c-e365-4a59-a8ce-0fa7e84412ef","Rhind","Alexander","Colden","C.","Lieutenant",0
"SC004","US",1,"93020990-e4e0-4573-97bb-5977dee21b35","Du Pont","S.","","F.","Rear Admiral",1
"SC005","US",1,"29c87347-958e-438f-b06a-5b3e586564cd","Gillmore","Quincy","Adams","A.","Brigadier General",0
"SC006","US",1,"5128b598-2305-4d47-8406-f865aefdc4c7","Terry","Alfred","Howe","H.","Brigadier General",0
"SC007","US",1,"29c87347-958e-438f-b06a-5b3e586564cd","Gillmore","Quincy","Adams","A.","Major General",0
"SC008","US",1,"29c87347-958e-438f-b06a-5b3e586564cd","Gillmore","Quincy","Adams","A.","Major General",0
"SC009","US",1,"0da38dda-60e3-47f7-a3fa-4f8c10e1900d","Gilmore","George","","","Major General",0
"SC010","US",1,"3efc0e52-0b52-42bd-a564-4045d6a826ce","Hatch","John","Porter","P.","Major General",0
"SC011","US",1,"c87db518-658a-4e04-b1e0-d4bbe18939bc","Blair","Francis","Preston","P.","Major General",0
"TN001","US",1,"f4036249-0d0f-4c0f-aa2e-557890e1e475","Grant","Ulysses","Simon","S.","Brigadier General",0
"TN001","US",2,"571ac77d-3839-4b5f-9d47-d7e83bacfe60","Foote","Andrew","Hull","H.","Flag Officer",1
"TN002","US",1,"f4036249-0d0f-4c0f-aa2e-557890e1e475","Grant","Ulysses","Simon","S.","Brigadier General",0
"TN002","US",2,"571ac77d-3839-4b5f-9d47-d7e83bacfe60","Foote","Andrew","Hull","H.","Flag Officer",1
"TN003","US",1,"f4036249-0d0f-4c0f-aa2e-557890e1e475","Grant","Ulysses","Simon","S.","Major General",0
"TN003","US",2,"ae900570-5c73-4de2-b99b-e0f6fbe50ca3","Buell","Don","Carlos","C.","Major General",0
"TN004","US",1,"a1c4583c-3b2f-4a4a-82f2-db132f668fba","Davis","Charles","Henry","H.","Flag Officer",1
"TN004","US",2,"a00878bd-2d7a-4021-8a5a-89b4f26b4b9a","Ellet","Charles","","","Colonel",0
"TN005","US",1,"3082b228-4ba0-4a46-b4ea-3557f87a7f81","Negley","James","Scott","S.","Brigadier General",0
"TN006","US",1,"0da843b7-f003-425e-a5e7-83f130cb9364","Crittenden","Thomas","Turpin","T.","Brigadier General",0
"TN007","US",1,"3f5fd4ed-d11f-4911-ae1a-5c241c74aa7c","Ord","Edward","Otho Cresap","O. C.","Major General",0
"TN007","US",2,"fc3d9f53-c536-4b82-bbb5-7c1d0b075d54","Hurlbut","Stephen","Augustus","A.","Major General",0
