BattlefieldCode,belligerent,commander_number,commander
VA089,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA089,US,1,f4036249-0d0f-4c0f-aa2e-557890e1e475
VA090,Confederate,1,d87fee08-2ce1-47f6-b313-9a1dfb7a8ea7
VA090,US,1,1fedb511-506d-4699-a786-e2becf3b0fb2
VA090,Confederate,2,a3f91ab6-c95a-4dfd-b5c6-a3cbb72c3f42
VA091,Confederate,1,0dca3f2d-e93f-4908-bda9-bb23f411857b
VA091,US,1,e82a23ec-2fd8-4772-910a-a24756c57052
VA091,Confederate,2,67a922f1-6dc9-4ba8-89aa-e33f842197e2
VA092,Confederate,1,0418b77d-5826-4c1d-9621-9d92c48d77b5
VA092,US,1,7426cc42-b8b1-4990-aa8c-94e3246d3c7a
VA093,Confederate,1,aa9a80fb-49e3-41d4-8ce5-3f5cbd961625
VA093,US,1,407e5664-e1ff-49aa-984d-79f7508a5e7f
VA093,Confederate,2,bc4a67e5-b1be-43e1-9a83-240f4fe5346b
VA094,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA094,US,1,0739970d-f176-49aa-958c-f26397e326bb
VA095,Confederate,1,9e1353da-e14e-4a33-9169-19b95b173cd1
VA095,US,1,0dca3f2d-e93f-4908-bda9-bb23f411857b
VA095,US,2,0739970d-f176-49aa-958c-f26397e326bb
VA096,Confederate,1,866c559c-b759-40a4-b31a-4e20e5f3f183
VA096,US,1,7857f8dc-c7a6-4e86-b4be-5289b881fe8c
VA097,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
VA097,US,1,f4036249-0d0f-4c0f-aa2e-557890e1e475
VA098,Confederate,1,183d0a7d-f06a-4c7b-a575-7616e491618b
VA098,US,1,29c87347-958e-438f-b06a-5b3e586564cd
VA099,Confederate,1,0db13c2e-98a9-4187-be39-484c4d272d30
VA099,US,1,407e5664-e1ff-49aa-984d-79f7508a5e7f
VA100,Confederate,1,2306a312-6705-4e62-893d-8789639a1555
VA100,US,1,d53b386e-d584-4870-a79d-0b0624595842
VA101,Confederate,1,21d06a25-9c4f-4dea-a766-f60d20632999
VA101,US,1,cc0f3d5e-05e5-431e-82dc-f7ef2a53cdb5
VA102,Confederate,1,21d06a25-9c4f-4dea-a766-f60d20632999
VA102,US,1,8c251b93-5768-4630-ae9a-dd45b4e785c6
VA102,US,2,009983b0-ccd0-4ed6-814e-c729a69e69e3
VA103,Confederate,1,21d06a25-9c4f-4dea-a766-f60d20632999
VA103,US,1,89baa468-4d55-4b97-a5a6-bc79bd433235
VA104,Confederate,1,21d06a25-9c4f-4dea-a766-f60d20632999
VA104,US,1,f2f4eda1-b51f-4f8e-ad2d-379a1eb685f3
VA105,Confederate,1,aa9a80fb-49e3-41d4-8ce5-3f5cbd961625
VA105,US,1,b6775ad7-2f56-4d49-9aee-b4e4898e8b5e
VA106,Confederate,1,21d06a25-9c4f-4dea-a766-f60d20632999
VA106,US,1,1c028c2f-3439-4a15-ac1a-d9f9f9ab7210
VA107,Confederate,1,aa9a80fb-49e3-41d4-8ce5-3f5cbd961625
VA107,US,1,8c251b93-5768-4630-ae9a-dd45b4e785c6
VA108,Confederate,1,306919f0-5ae8-4dee-ba37-0ea56b932b91
VA108,US,1,f7329508-919d-4fc2-af29-0dbb4c0f2291
VA109,Confederate,1,0769dc65-a460-4629-b6bc-68a36ab8786e
VA109,US,1,207ddcd7-a819-480a-a9a7-59bf7bd8f760
VA110,Confederate,1,f6caa729-7cfc-4aec-a064-e40c1cfdf01b
VA110,US,1,2f47ce28-50f4-4728-8a6f-01d50726a032
VA111,Confederate,1,0769dc65-a460-4629-b6bc-68a36ab8786e
VA111,US,1,5eec596f-c299-41da-96b6-984213b14c9e
VA113,Confederate,1,6e862f42-548c-4fcf-927e-4d8b620f34a8
VA113,US,1,460c9e8f-625e-490f-8eda-7385907b8d3f
VA113,US,2,cb8dc6d1-211d-4278-875a-5f479f65d85b
VA114,Confederate,1,77a0625d-2996-4af0-b46f-db7388f851d5
VA114,US,1,0feb9176-d689-4e1d-ac4a-6bb149fc6f5b
VA115,Confederate,1,3e38cc65-7841-4322-8056-a0d2cd49e336
VA115,US,1,207ddcd7-a819-480a-a9a7-59bf7bd8f760
VA116,Confederate,1,77a0625d-2996-4af0-b46f-db7388f851d5
VA116,US,1,e82a23ec-2fd8-4772-910a-a24756c57052
VA117,Confederate,1,306919f0-5ae8-4dee-ba37-0ea56b932b91
VA117,US,1,73086f36-7325-4382-a558-72acf268f7c7
VA118,Confederate,1,77a0625d-2996-4af0-b46f-db7388f851d5
VA118,US,1,407e5664-e1ff-49aa-984d-79f7508a5e7f
VA119,Confederate,1,77a0625d-2996-4af0-b46f-db7388f851d5
VA119,US,1,407e5664-e1ff-49aa-984d-79f7508a5e7f
VA120,Confederate,1,77a0625d-2996-4af0-b46f-db7388f851d5
VA120,US,1,407e5664-e1ff-49aa-984d-79f7508a5e7f
VA121,Confederate,1,0dca3f2d-e93f-4908-bda9-bb23f411857b
VA121,US,1,441dd7be-d428-420b-b4f5-188065792229
VA122,Confederate,1,77a0625d-2996-4af0-b46f-db7388f851d5
VA122,US,1,0feb9176-d689-4e1d-ac4a-6bb149fc6f5b
VA122,US,2,407e5664-e1ff-49aa-984d-79f7508a5e7f
VA123,Confederate,1,77a0625d-2996-4af0-b46f-db7388f851d5
VA123,US,1,407e5664-e1ff-49aa-984d-79f7508a5e7f
VA124,Confederate,1,67a922f1-6dc9-4ba8-89aa-e33f842197e2
VA124,US,1,7857f8dc-c7a6-4e86-b4be-5289b881fe8c
VA125,Confederate,1,0db13c2e-98a9-4187-be39-484c4d272d30
VA125,US,1,7830dd73-a91e-4fe5-b112-4492303f8c2d
VA125,US,2,fd0ef639-f8cb-4259-84b6-d19c346a159c
VA126,Confederate,1,aa9a80fb-49e3-41d4-8ce5-3f5cbd961625
VA126,US,1,407e5664-e1ff-49aa-984d-79f7508a5e7f
WV001,Confederate,1,6cd67d55-e040-4068-8ba6-97da6ba4e04b
WV001,US,1,96ee5a73-bd4c-4dd0-8db9-cd91b2ce98ee
WV002,Confederate,1,21d06a25-9c4f-4dea-a766-f60d20632999
WV002,US,1,a861cf0f-a8bd-4f7a-90c6-98668d0285cf
WV003,Confederate,1,488ca773-3d4d-4cdb-b636-1bc4c39b119c
WV003,US,1,113829b2-e1ff-4458-8dce-9a4da30810dd
WV003,Confederate,2,386fe044-f4a0-4128-9e79-be5dcaa66241
WV003,US,2,7d67c576-bbd4-4b23-ac53-300f9522f311
WV004,Confederate,1,a35f09f2-1d82-485d-96c1-00e23cc44a16
WV004,US,1,1c028c2f-3439-4a15-ac1a-d9f9f9ab7210
WV005,Confederate,1,d428cfef-5c7a-4230-b394-b195481d9a9f
WV005,US,1,6b82dedf-adbb-4bf5-967f-6ad27271de12
WV005,Confederate,2,96a9452c-2037-46a8-ae46-638f9d985903
WV006,Confederate,1,a35f09f2-1d82-485d-96c1-00e23cc44a16
WV006,US,1,7d67c576-bbd4-4b23-ac53-300f9522f311
WV007,Confederate,1,774622f2-c105-42e3-9075-41cbb74be3cf
WV007,US,1,6b82dedf-adbb-4bf5-967f-6ad27271de12
WV008,Confederate,1,de25d737-0ff7-48a5-8703-8c7aa4182fdd
WV008,US,1,8c251b93-5768-4630-ae9a-dd45b4e785c6
WV010,Confederate,1,21d06a25-9c4f-4dea-a766-f60d20632999
WV010,US,1,0bd97fd2-dc2c-4a0d-8313-3122800946de
WV012,Confederate,1,44b1acbb-5772-49a7-9abb-60a3eea27bfc
WV012,US,1,207ddcd7-a819-480a-a9a7-59bf7bd8f760
WV013,Confederate,1,67b5534a-73a9-4652-b762-312ca56436c8
WV013,US,1,207ddcd7-a819-480a-a9a7-59bf7bd8f760
WV014,Confederate,1,77a0625d-2996-4af0-b46f-db7388f851d5
WV014,US,1,407e5664-e1ff-49aa-984d-79f7508a5e7f
WV015,Confederate,1,77a0625d-2996-4af0-b46f-db7388f851d5
WV015,US,1,73086f36-7325-4382-a558-72acf268f7c7
WV016,Confederate,1,6bf63993-77b5-4172-bdba-bb52f77800f8
WV016,US,1,3e3bcb35-5488-46d2-8cf2-b0243ca67d45
WV016,Confederate,2,2153a0b4-6aab-42d2-b31e-56b074ec402e
