"BattlefieldCode","UnitCode","Comment","companies","batteries","detachment","section"
"VA009","URI0001RAL","Batteries ""A,"" ""B,"" ""C,"" ""E"" and ""G""",,5,,
"VA009","UUR0001RA","Batteries ""E,"" ""G,"" ""H,"" ""I"" and ""K"" ",,5,,
"VA009","UUR0002RA","Batteries ""A,"" ""B,"" ""E,"" ""G"" and ""M""",,5,,
"VA009","UUR0003RA","Batteries ""C,"" ""F,"" ""G,"" ""K, "" ""L"" and ""M"" ",,6,,
"VA009","UUR0004RA","Batteries ""A,"" ""C,"" ""G"" and ""K""",,4,,
"VA009","UUR0004RC","Cos ""C"" and ""E""",2,,,
"VA009","UUR0005RA","Batteries ""A,"" ""D,"" ""F"" and ""K""",,4,,
"VA010","CAL0026RI","(O'Neal's)",,,,
"VA010","UNY0001RAL","Batteries ""A,"" ""D,"" ""E"" and ""H""",,4,,
"VA010","UNY0006RC","Cos ""D"" and ""K""",2,,,
"VA010","UPA0001RAL","Batteries ""C,' ""D,"" ""E"" and ""H""",,4,,
"VA010","URI0001RAL","Battery ""E""",,1,,
"VA010","UUR0001RA","Battery ""H""",,1,,
"VA010","UUR0002RA","Battery ""G""",,1,,
"VA010","UUR0005RA","Battery ""F""",,1,,
"VA011","UNY0001RAL","Battery ""F""",,1,,
"VA011","UUR0002RA","Battery ""D""",,1,,
"VA013","UMI0016RI","Brady's Sharpshooters",,,,
"VA013","URI0001RAL","Battery ""C""",,1,,
"VA013","UUR0002RA","Battery ""M""",,1,,
"VA013","UUR0005RA","Battery ""D""",,1,,
"VA014","UNJ000AYAL","(1st Battery)",,1,,
"VA014","UNJ000BYAL","(2nd Battery)",,1,,
"VA014","UNY0001RAL","Batteries ""A,"" ""B,"" ""D,"" ""G"" and ""H""",,5,,
"VA014","UNY0006RC","Co ""K""",1,,,
"VA014","UPA0001RAL","Batteries ""C,"" ""D,"" ""E"" and ""H""",,4,,
"VA014","URI0001RAL","Batteries ""A,"" ""B,"" ""E"" and ""G""",,4,,
"VA014","UUR0001RA","Batteries ""E,"" ""H"" and ""I""",,3,,
"VA014","UUR0002RA","Battery ""G""",,1,,
"VA014","UUR0004RA","Batteries ""A"" and ""C""",,2,,
"VA015","UNJ00000AL","2nd Battery",,1,,
"VA015","UNY0001RAL","Batteries ""B"" and ""D""",,2,,
"VA015","URI0001RAL","Battery ""E""",,1,,
"VA015","UUR0001RA","Battery ""H""",,1,,
"VA015","UUR0002RA","Battery ""G""",,1,,
"VA015","UUR0004RA","Battery ""K""",,1,,
"VA016","UMI0016RI","including Brady's Sharpshooters",,,,
"VA016","UNY0001RAL","Battery ""E""",,1,,
"VA016","UPA0001RAL","Batteries ""A,"" ""B"" and ""G""",,3,,
"VA016","UPA0013RIR","(1st Rifles, Cos. ""A,"" ""B,"" ""D,"" ""E,"" ""F,"" ""K"") ",6,,,
"VA016","URI0001RAL","Battery ""C""",,1,,
"VA016","UUR0003RA","Batteries ""L"" and ""M""",,2,,
"VA016","UUR0005RA","Batteries ""C,"" ""D,"" ""I"" and ""K""",,4,,
"VA017","UIL0008RC","Detachment",,,1,
"VA017","UMI0016RI","including Brady's Sharpshooters",,,,
"VA017","UNJ00000AL","1st Battery",,1,,
"VA017","UNY0001BAL","Batteries ""A,"" ""B,"" ""C"" and ""D""",,4,,
"VA017","UNY0001RAL","Battery ""B""",,1,,
"VA017","UPA0001RAL","Batteries ""A,"" ""B"" and ""G""",,3,,
"VA017","UPA0013RIR","(1st Rifles Cos. ""A,"" ""B,"" ""D,"" ""E,"" ""F"")",5,,,
"VA017","UUR0002RA","Batteries ""A,"" ""B,"" ""D"" and ""L""",,4,,
"VA017","UUR0003RA","Batteries ""L"" and ""M""",,2,,
"VA017","UUR0005RA","Batteries ""A,"" ""C,"" ""D,"" ""F,"" ""I"" and ""K""",,6,,
"VA019","UNY0001RAL","Batteries ""B,"" ""D,"" ""E"" and ""G""",,4,,
"VA019","UPA0001RAL","Battery ""C""",,1,,
"VA019","URI0001RAL","Battery ""A""",,1,,
"VA019","UUR0001RA","Battery ""I""",,1,,
"VA019","UUR0004RA","Batteries ""A"" and ""C""",,2,,
"VA020B","UNY0001BAL","Batteries ""A,"" ""B,"" ""C"" and ""D"" ",,4,,
"VA020B","UNY0001RAL","Battery ""B""",,1,,
"VA020B","UPA0001RAL","Batteries ""A,"" ""B,"" and ""G"" ",,3,,
"VA020B","URI0001RAL","Batteries ""A"" and ""E""",,2,,
"VA020B","UUR0001RA","Batteries ""E,"" ""H"" and ""I"" ",,3,,
"VA020B","UUR0002RA","Batteries ""D"" and ""G""",,2,,
"VA020B","UUR0004RA","Batteries ""A,"" ""C"" and ""K""",,3,,
"VA020B","UUR0005RA","Battery ""C""",,1,,
"VA021","UNJ00000AL","1st and 2nd Batteries",,2,,
"VA021","UNY0001BAL","Batteries ""A,"" ""B,"" ""C"" and ""D""",,4,,
"VA021","UNY0001RAL","Batteries ""B,"" ""D,"" ""E,"" ""G"" and ""H""",,5,,
"VA021","UPA0001RAL","Batteries ""A,"" ""B,"" ""C,"" ""D,"" ""E,"" ""G"" and ""H""",,7,,
"VA021","URI0001RAL","Batteries ""A,"" ""B"" ""C,"" ""E"" and ""G""",,5,,
"VA021","UUR0001RA","Batteries ""E"" ""H,"" ""I"" and ""K""",,4,,
"VA021","UUR0002RA","Batteries ""A,"" B, ""L,"" ""D,"" ""E,"" ""G,"" and ""M""",,7,,
"VA021","UUR0003RA","Batteries ""F,"" ""K,"" ""L"" and ""M""",,4,,
"VA021","UUR0004RA","Batteries ""A,"" ""C,"" ""G"" and ""K""",,4,,
"VA021","UUR0005RA","Batteries  ""A,"" ""C,"" ""D,"" ""F,"" ""I"" and ""K"" ",,6,,
"VA022","UMI0001RC01","Detachment",,,1,
"VA022","UNY0001RAL","Batteries ""K,"" ""L"" and ""M""",,3,,
"VA022","UNY0002RAH","Battery ""L"" **",,1,,
"VA022","UNY0005RC","Detachment",,,1,
"VA022","UOH0001RC","Cos ""A"" and ""C""",2,,,
"VA022","UPA0001RAL","Battery ""F""",,1,,
"VA022","UUR0004RA","Battery ""F""",,1,,
"VA022","UWV0001RC","Batteries ""C,"" ""E"" and ""R"" **",,3,,
"VA023","UNY0001RAL","Batteries ""K"" and ""L""",,2,,
"VA023","UOH0001RAL1","Batteries ""I"" and ""K"" ",,2,,
"VA023","UPA0001RAL","Battery ""F""",,1,,
"VA023","UUR0004RA","Battery ""E""",,1,,
"VA024","URI0001RAL","Battery ""E""",,1,,
"VA024","UUR0004RA","Battery ""E""",,1,,
"VA025","UPA0001RAL","Battery ""F""",,1,,
"VA026","UIN0001RC","Cos ""I"" and ""K""",2,,,
"VA026","UNY0001RAL","Batteries ""I,"" ""K,"" ""L"" and ""M"" ",,4,,
"VA026","UOH0001RAL1","Batteries ""I"" and ""K""",,2,,
"VA026","UOH0001RC","Cos ""A"" and ""C""",2,,,
"VA026","UPA0001RAL","Batteries ""A,"" ""B"" and ""F""",,3,,
"VA026","URI0001RAL","Batteries ""C,"" ""D"" and ""E""",,3,,
"VA026","UUR0001RA","Batteries ""E,"" ""G"" and ""K"" ",,3,,
"VA026","UUR0002RA","Battery ""E""",,1,,
"VA026","UUR0004RA","Batteries ""B"" and ""F""",,2,,
"VA026","UUR0005RA","Batteries ""C,"" ""I"" and ""K""",,3,,
"VA026","UWV0001RAL","Batteries ""C"" and ""G""",,2,,
"VA026","UWV0001RC","Cos ""C"" and ""E""",2,,,
"VA027","UNJ00000AL","1st Battery",,1,,
"VA027","UNY0001RAL","Battery ""L""",,1,,
"VA027","UPA0001RAL","Battery ""F""",,1,,
"VA027","URI0001RAL","Battery ""E""",,1,,
"VA027","UUR0001RA","Battery ""K""",,1,,
"VA027","UUR0002RA","Battery ""E""",,1,,
"VA028","UCT0001RAH","Batteries ""B"" and ""M""",,2,,
"VA028","UNY0001BAL","Batteries ""A,"" ""B,"" ""C"" and ""D""",,4,,
"VA028","UNY0001RAL","Batteries ""B,"" ""C,"" ""D,"" ""G"" and ""L""",,5,,
"VA028","UNY0002RAH","Battery ""L""",,1,,
"VA028","UOH0001RAL1","Batteries ""H"" and ""L""",,2,,
"VA028","UPA0001RAL","Batteries ""A,"" ""B,"" ""C,"" ""D,"" ""F"" and ""G"" ",,6,,
"VA028","URI0001RAL","Batteries ""A,"" ""B,"" ""C,"" ""D,"" ""E"" and ""G""",,6,,
"VA028","UUR0001RA","Batteries ""E,"" ""G,"" ""I"" and ""K"" ",,4,,
"VA028","UUR0001RC01","Detachment",,,1,
"VA028","UUR0002RA","Batteries ""A,"" ""B,"" ""D,"" ""E,"" ""G,"" ""L"" and ""M""",,7,,
"VA028","UUR0003RA","Batteries ""C,"" ""F,"" ""G,"" ""K,"" ""L"" and ""M""",,6,,
"VA028","UUR0004RA","Batteries ""A,"" ""B,"" ""C,"" ""E,"" ""G"" and ""K""",,6,,
"VA028","UUR0004RC","Cos ""A"" and ""E""",2,,,
"VA028","UUR0005RA","Batteries ""A,"" ""C,"" ""D,"" ""F,"" ""I"" and ""K"" ",,6,,
"VA028","UUR0019RI","Co ""G""",1,,,
"VA029","CVA0013RC","(12th Months, 1861-62) ",,,,
"VA031","UPA0001RAL","Battery ""A""",,1,,
"VA031","UUR0004RA ","Batteries ""H"" and ""L""",,2,,
"VA031","UUR0005RA","Battery ""A""",,1,,
"VA032","UNY0001RAL","Batteries ""B,"" ""C,"" ""D,"" ""G,"" ""I,"" ""K,"" ""L"" and ""M""",,8,,
"VA032","UOH0001RAL1","Batteries ""H,"" ""I,"" ""K"" and ""L""",,4,,
"VA032","UPA0001RAL","Batteries ""B"" and ""G"" ",,2,,
"VA032","URI0001RAL","Batteries ""C"" and ""E""",,2,,
"VA032","UUR0001RA","Batteries ""H"" and ""I""",,2,,
"VA032","UUR0003RA","Batteries ""F"" and ""K""",,2,,
"VA032","UUR0004RA","Batteries ""A,"" ""B"" ""C,"" ""F,"" ""G"" and ""K""",,6,,
"VA032","UUR0005RA","Batteries ""C,"" ""I"" and ""K"" ",,3,,
"VA033","UNY0001RAL","Battery ""E""",,1,,
"VA033","UPA0001RAL","Batteries ""C"" and ""D""",,2,,
"VA033","URI0001RAL","Batteries ""B"" and ""G""",,2,,
"VA033","UUR0002RA","Batteries ""D"" and ""G""",,2,,
"VA033","UUR0005RA","Battery ""F""",,1,,
"VA034","UNY0001RAL","Battery ""E""",,1,,
"VA034","UPA0001RAL","Batteries ""C"" and ""D"" ",,2,,
"VA034","URI0001RAL","Batteries ""B"" and ""G""",,2,,
"VA034","UUR0002RA","Batteries ""D"" and ""G""",,2,,
"VA034","UUR0005RA","Battery ""F""",,1,,
"VA035","UUR0001RA","Battery ""K""",,1,,
"VA035","UUR0002RA","Batteries ""B,"" ""L"" and ""M""",,3,,
"VA035","UUR0004RA","Battery ""E""",,1,,
"VA036","UUR0003RA","Battery ""C""",,1,,
"VA038","UUR0001RA","Battery ""K""",,1,,
"VA038","UUR0002RA","Battery ""M""",,1,,
"VA038","UUR0003RA","Battery ""C""",,1,,
"VA039","UNJ00000AL","Battery ""B""",,1,,
"VA040","UNY0001RAL","Battery ""G""",,1,,
"VA040","UOH0001RAL1","Battery ""H""",,1,,
"VA040","UPA0001RAL","Batteries ""F"" and ""G""",,2,,
"VA040","URI0001RAL","Batteries ""A"" and ""B""",,2,,
"VA040","UUR0001RA","Battery ""I""",,1,,
"VA040","UUR0004RA","Battery ""A""",,1,,
"VA041","UNY0001RAL","Battery ""G""",,1,,
"VA041","UPA0001RAL","Batteries ""F"" and ""G""",,2,,
"VA041","URI0001RAL","Battery ""A""",,1,,
"VA042","UUR0002RA","Battery ""M""",,1,,
"VA042","UUR0004RA","Battery ""E""",,1,,
"VA043","UMI0016RI","including Brady's Sharpshooters",,,,
"VA043","UNY0001RAL","Battery ""C""",,1,,
"VA043","UOH0001RAL1","Battery ""L""",,1,,
"VA043","URI0001RAL","Batteries ""C"" and ""G""",,2,,
"VA043","UUR0003RA","Batteries ""F"" and ""K""",,2,,
"VA043","UUR0004RA","Battery ""C""",,1,,
"VA043","UUR0005RA","Batteries ""D,"" ""F"" and ""M""",,3,,
"VA044","UCT0001RAH","Batteries ""B"" and ""M""",,2,,
"VA044","UIN0003RC","Cos ""A"" and ""C""",2,,,
"VA044","UMI0016RI","including Brady's Sharpshooters",,,,
"VA044","UNJ00000AL","Batteries ""A"" and ""B""",,2,,
"VA044","UNY0001RAL","Batteries ""B,"" ""C,"" ""D,"" ""E,"" ""G,"" ""H,"" ""K"" and ""L"" ",,8,,
"VA044","UNY0012RI","Cos ""D"" and ""E""",2,,,
"VA044","UOH0001RAL1","Batteries ""H"" and ""L""",,2,,
"VA044","UPA0001RAL","Batteries ""B,"" ""F"" and ""G"" ",,3,,
"VA044","URI0001RAL","Batteries ""A,"" ""B,"" ""C,"" ""E"" and ""G""",,5,,
"VA044","UUR0001RA","Batteries ""E,"" ""H"", ""I"" and ""K""",,4,,
"VA044","UUR0002RA","Batteries ""A,"" ""B & L,"" ""D,"" ""G"" and ""M""",,5,,
"VA044","UUR0003RA","Batteries ""C"" and ""F & K"" ",,2,,
"VA044","UUR0004RA","Batteries  ""A,"" ""C,"" ""E"" and ""K"" ",,4,,
"VA044","UUR0005RA","Batteries ""C,"" ""D,"" ""F"" and ""M"" ",,4,,
"VA044","UWV0001RAL","Battery ""C""",,1,,
"VA045","UPA0001RAL","Battery ""F""",,1,,
"VA045","URI0001RAL","Battery ""A""",,1,,
"VA046","UMI0016RI","including Brady's Sharpshooters",,,,
"VA046","UNJ00000AL","Batteries ""A"" and ""B""",,2,,
"VA046","UNY0001RAL","Batteries ""B,"" ""C,"" ""D,"" ""E,"" ""G,"" ""H"" and ""L""",,7,,
"VA046","UPA0001RAL","Batteries ""B"" and ""F""",,2,,
"VA046","URI0001RAL","Batteries ""A,"" ""B,"" ""C,"" ""D,"" ""E,"" ""O"" and ""H""",,7,,
"VA046","UUR0001RA","Batteries ""E & G"" and ""H & I""",,2,,
"VA046","UUR0002RA","Batteries A,"" ""B &L,"" ""D,"" ""E, ""G, and ""M""",,6,,
"VA046","UUR0003RA","Batteries ""C,"" ""F & K, ""G,""and ""L & M"" ",,4,,
"VA046","UUR0004RA","Batteries ""A,"" ""B,"" ""C & E"" and ""K""",,4,,
"VA046","UUR0005RA","Batteries ""B,"" ""C & I,"" ""D"" and ""M"" ",,4,,
"VA047","UUR0004RA","Battery ""L""",,1,,
"VA048","UMA0001RC","Cos ""C"" and ""D""",2,,,
"VA048","UMD0002RI01","Detachment",,,1,
"VA048","UMI0016RI","including Brady's Sharpshooters",,,,
"VA048","UNJ00000AL","Batteries ""A"" and ""B""",,2,,
"VA048","UNY0001RAL","Batteries ""B,"" ""C,"" ""D,"" ""E,"" ""G,"" ""H"" and ""L""",,7,,
"VA048","UOH0001RAL1","Battery ""H""",,1,,
"VA048","UPA0001RAL","Batteries ""B"" and ""F""",,2,,
"VA048","UPA0008RC","Co ""A""",1,,,
"VA048","UPA0082RI","Detachment",,,1,
"VA048","URI0001RAL","Batteries ""A,"" ""B,"" ""C,"" ""E"" and ""G""",,5,,
"VA048","UUR0001RA","Batteries ""E,"" ""G,"" ""H,"" ""I"" and ""K""",,5,,
"VA048","UUR0002RA","Batteries ""A"" and ""G""",,2,,
"VA048","UUR0003RA","Batteries ""C,"" ""F"" and ""K""",,3,,
"VA048","UUR0004RA","Batteries ""B"" and ""K""",,2,,
"VA048","UUR0005RA","Batteries ""C,"" ""D,"" ""E,"" ""I"" and ""M""",,5,,
"VA048","UVT0001RC","Co ""M""",1,,,
"VA050","URI0001RAL","Battery ""F""",,1,,
"VA050","UUR0004RA","Batteries ""B,"" ""D"" and ""L"" ",,3,,
"VA050","UUR0005RA","Battery ""A""",,1,,
"VA051","UUR0001RA","Battery ""D""",,1,,
"VA052","UUR0002RA","Batteries ""B & L,"" ""D"" and ""M""",,3,,
"VA052","UUR0004RA","Batteries ""A"" and ""C & E"" ",,2,,
"VA053","UNY0003RAL","Battery ""E""",,1,,
"VA053","URI0001RAL","Battery ""F""",,1,,
"VA053","UUR0001RA","Batteries ""B"" and ""D""",,2,,
"VA053","UUR0004RA","Batteries ""D"" and ""L""",,2,,
"VA053","UUR0005RA","Battery ""A""",,1,,
"VA055","UNJ00000AL","Batteries ""A"" and ""B""",,2,,
"VA055","UNY0001RAL","Batteries ""B,"" ""C,"" ""D,"" ""E,"" ""G."" ""H"" and ""L""",,7,,
"VA055","UPA0001RAL","Batteries “B” and “F”",,2,,
"VA055","URI0001RAL","Batteries ""A,"" ""B,"" ""C,"" ""E"" and ""G""",,5,,
"VA055","UUR0004RA","Batteries ""B"" and ""K""",,2,,
"VA055","UUR0005RA","Batteries ""C & I,"" ""D"" and ""M""",,3,,
"VA057","UNJ00000AL","Batteries ""A"" and ""B""",,2,,
"VA057","UNY0001RAL","Batteries ""B,"" ""C,"" ""D,"" ""E,"" ""G,"" ""H"" and ""L""",,7,,
"VA057","UOH0001RAL1","Battery ""H""",,1,,
"VA057","UPA0001RAL","Battery ""F""",,1,,
"VA057","URI0001RAL","Batteries ""A,"" ""B,"" ""C,"" ""E"" and ""G""",,5,,
"VA057","UUR0002RA","Batteries ""B & L,"" ""D,"" ""E"" and ""M""",,4,,
"VA057","UUR0004RA","Batteries ""A,"" ""B,"" ""C & E"" and ""K""",,4,,
"VA057","UUR0005RA","Batteries ""C & I,"" ""D,"" ""E"" and ""M""",,4,,
"VA058","UUR0002RA","Batteries ""B & L,"" ""D"" and ""M"" ",,3,,
"VA062","UIL0008RC","Detachment",,,1,
"VA062","UNY0001RAL","Batteries ""B,"" ""C,"" ""D,"" ""E,"" ""G,"" ""H"" and ""L""",,7,,
"VA062","UNY0179RI","From June 11th",,,,
"VA062","UOH0001RAL1","Battery ""H""",,1,,
"VA062","UPA0001RAL","Batteries ""B"" and ""F""",,2,,
"VA062","URI0001RAL","Batteries ""A,"" ""B,"" ""C,"" ""E"" and ""G""",,5,,
"VA062","UUR0001RA","Batteries ""B,"" ""E & G,"" ""H & I"" and ""K""",,4,,
"VA062","UUR0002RA","Batteries ""A & G,"" ""B & L,"" ""D"" and ""M""",,4,,
"VA062","UUR0003RA","Batteries ""B,"" ""C,"" ""F"" and ""K""",,4,,
"VA062","UUR0004RA","Batteries ""A,"" ""B,"" ""C,"" ""E"" and ""L""",,5,,
"VA062","UUR0005RA","Batteries ""A,"" ""C,"" ""D,"" ""E"" and ""M""",,5,,
"VA062","UWI0038RI","From June 10th",,,,
"VA063","UNJ00000AL","Battery ""C""",,1,,
"VA063","UNY0001RAL","Batteries ""B,"" ""C,"" ""D,"" ""E,"" ""G,""""H"" and ""L""",,7,,
"VA063","UNY0003RAL","Batteries ""E,"" ""K"" and ""M""",,3,,
"VA063","UNY0012RAH","Cos ""A"" and ""H""",2,,,
"VA063","UPA0001RAL","Batteries ""B"" and ""F""",,2,,
"VA063","URI0001RAL","Batteries ""A,"" ""B"" and ""F""",,3,,
"VA063","UUR0001RA","Battery ""B""",,1,,
"VA063","UUR0004RA","Batteries ""B,"" ""S"" and ""L""",,3,,
"VA063","UUR0005RA","Batteries ""C & D""",,1,,
"VA063","UUS0002RAL0C","Battery ""B""",,1,,
"VA064","UNY0005RAH","Cos. ""A,"" ""B,"" ""C,"" and ""D""",4,,,
"VA065","CSC0025RI","(Eutaw Regiment)",,,,
"VA065","CSC0027RI","(Gaillard's)",,,,
"VA065","UNJ00000AL","Batteries ""A"" and ""B""",,2,,
"VA065","UNY0001RAL","Battery ""G""",,1,,
"VA065","UNY0022RC","Detachment",,,1,
"VA065","UOH0001RAL1","Battery ""H""",,1,,
"VA065","UPA0001RAL"," Battery ""F""",,1,,
"VA065","UPA0018RC","Detachment",,,1,
"VA065","URI0001RAL","Batteries ""A,"" ""B,"" ""C,"" ""E"" and ""G"" ",,5,,
"VA065","UUR0004RA","Battery ""K""",,1,,
"VA065","UUR0005RA","Batteries ""C & I,"" ""E"" and ""M"" ",,3,,
"VA067","UUR0001RA","Batteries ""B"" and ""K""",,2,,
"VA067","UUR0004RA","Batteries ""C"" and ""E""",,2,,
"VA068","UUR0001RA","Batteries ""B"" and ""K""",,2,,
"VA068","UUR0004RA","Batteries ""C"" and ""E""",,2,,
"VA069","UNJ00000AL","Batteries ""A"" and ""C""",,2,,
"VA069","UNY0001RAL","Battery ""G""",,1,,
"VA069","UNY0004RAH","Cos ""D"" and ""L""",2,,,
"VA069","UPA0001RAL","Battery ""F""",,1,,
"VA069","URI0001RAL","Batteries ""A"" and ""B""",,2,,
"VA069","UUR0002RA","Batteries ""A,"" ""B & L,"" and ""D""",,3,,
"VA069","UUR0003RA","Battery ""C""",,1,,
"VA069","UUR0004RA","Battery ""K""",,1,,
"VA069","UUR0005RA","Battery ""C & I""",,1,,
"VA069","UVT0001RC","Co ""M""",1,,,
"VA071","UNJ00000AL","Batteries ""B"" and ""D""",,2,,
"VA071","UNY0001RAL","Battery ""G""",,1,,
"VA071","UPA0001RAL","Battery ""F""",,1,,
"VA071","URI0001RAL","Battery ""B""",,1,,
"VA071","URI0003RAH","Battery ""C""",,1,,
"VA071","UUR0001RA","Batteries ""C & D""",,2,,
"VA071","UUR0002RA","Battery ""A""",,1,,
"VA071","UUR0004RA","Battery ""K""",,1,,
"VA072","UNY0001RAL","Batteries ""B,"" ""C,"" ""D,"" ""H"" and ""L""",,5,,
"VA072","UPA0001RAL","Battery ""B""",,1,,
"VA072","UPA0004RC","Detachment",,,1,
"VA072","UUR0005RA","Batteries ""C"" and ""D""",,2,,
"VA073","URI0001RAL","Batteries ""A"" and ""B""",,2,,
"VA074","UUR0001RA","Battery ""H & I""",,1,,
"VA074","UUR0002RA","Battery ""A""",,1,,
"VA075","UNJ00000AL","4th and 5th Batteries",,2,,
"VA075","UNY0003RAL","Batteries ""E,"" ""H,"" ""K"" and ""M"" ",,4,,
"VA075","UPA0001RAL","Batteries ""A,"" ""E"" and ""F"" ",,3,,
"VA075","URI0001RAL","Battery ""F""",,1,,
"VA075","URI0003RAH","Battery ""C""",,1,,
"VA075","UUR0001RA","Batteries ""B,"" ""C & D"" and ""M""",,3,,
"VA075","UUR0003RA","Battery ""E""",,1,,
"VA075","UUR0004RA","Batteries ""D"" and ""L""",,2,,
"VA075","UUR0005RA","Batteries ""A"" and ""F""",,2,,
"VA077","UNJ00000AL","5th Battery ",,1,,
"VA077","UNY0003RAL","Battery ""H""",,1,,
"VA077","URI0003RAH","Battery ""C""",,1,,
"VA077","UUR0001RA","Batteries ""B"" and ""C & D""",,2,,
"VA077","UUR0003RA","Battery ""E""",,1,,
"VA077","UUR0004RA","Battery ""D""",,1,,
"VA078","UCT0020RI","(Colored)",,,,
"VA079","UNY0001RAL","Batteries ""B"" and ""H""",,2,,
"VA079","UUR0001RA","Batteries ""H & I"" ",,1,,
"VA079","UUR0004RA","Batteries ""B"" and ""K""",,2,,
"VA079","UUR0005RA","Batteries ""C & I""",,1,,
"VA080","UPA0001RAL","Battery ""A""",,1,,
"VA080","UPA0002RAH1","Co ""G""",1,,,
"VA080","UUR0001RA","Batteries ""B,"" ""C"" and ""D""",,3,,
"VA083","UNY0001RAL","Batteries ""D"" and ""L""",,2,,
"VA083","UUR0001RA","Batteries ""H & I""",,1,,
"VA083","UUR0002RA","Battery ""A""",,1,,
"VA083","UUR0004RA","Battery ""K""",,1,,
"VA084","UCT0001RAH","Batteries ""E,"" ""K"" and ""L""",,3,,
"VA084","UNY0001RAL","Battery ""G""",,1,,
"VA084","UUR0005RA","Battery ""C & I""",,1,,
"VA085","UNY0001RAL","Batteries ""B,"" ""D"" and ""H""",,3,,
"VA085","UPA0004RC","Co ""C""",1,,,
"VA085","UUR0004RA","Battery ""B""",,1,,
"VA085","UUR0005RA","Battery ""D & G""",,1,,
"VA086","UUR0002RA","Batteries ""A"" and ""M""",,2,,
"VA086","UUR0004RA","Batteries ""C & E""",,1,,
"VA087","UNY0001RAL","Batteries ""B,"" ""D"" and ""H"" ",,3,,
"VA087","UPA0004RC","Co ""C""",1,,,
"VA087","UUR0004RA","Battery ""B""",,1,,
"VA087","UUR0005RA","Battery ""D & G""",,1,,
"VA088","UNY0001RAL","Batteries ""B,"" ""D"" and ""H"" ",,3,,
"VA088","UUR0002RA","Batteries ""A"" and ""M""",,2,,
"VA088","UUR0004RA","Batteries ""B"" and ""C & E""",,2,,
"VA088","UUR0005RA","Battery ""D & G""",,1,,
"VA089","UNY0001RAL","Batteries ""C,"" ""E,"" ""G"" and ""L""",,4,,
"VA089","UOH0001RAL1","Battery ""H""",,1,,
"VA089","UPA0001RAL","Batteries ""B"" and ""F""",,2,,
"VA089","URI0001RAL","Batteries ""E,"" ""G"" and ""H""",,3,,
"VA089","UUR0002RA","Battery ""A""",,1,,
"VA089","UUR0005RA","Batteries ""E"" and ""C & I""",,2,,
"VA090","UNJ00000AL","Battery ""B""",,1,,
"VA090","UUR0004RA","Battery ""K""",,1,,
"VA091","UUR0002RA","Battery ""A""",,1,,
"VA092","UUR0001RA","Battery ""B""",,1,,
"VA093","UNJ00000AL","Batteries ""A"" and ""B""",,2,,
"VA093","URI0001RAL","Batteries ""B,"" ""G"" and ""H"" ",,3,,
"VA093","UUR0002RA","Battery ""A""",,1,,
"VA093","UUR0004RA","Batteries ""C & E,"" and ""K""",,2,,
"VA093","UUR0005RA","Battery ""E""",,1,,
"VA094","URI0001RAL","Battery ""B""",,1,,
"VA094","UUR0002RA","Battery ""A""",,1,,
"VA095","UMA0004RC","Detachment",,,1,
"VA096","UUR0004RA","Battery ""C & E""",,1,,
"VA097","UNJ00000AL","Batteries ""A"" and ""B""",,2,,
"VA097","UNY0001RAL","Batteries ""B,"" ""D"" and ""H"" ",,3,,
"VA097","URI0001RAL","Batteries ""B,"" ""G"" and ""H""",,3,,
"VA097","UUR0001RA","Batteries ""A,"" ""B"" and ""M""",,3,,
"VA097","UUR0002RA","Battery ""A""",,1,,
"VA097","UUR0004RA","Batteries ""B,"" ""C & E"" and ""K""",,3,,
"VA097","UUR0005RA","Batteries ""D & G,"" and ""E"" ",,2,,
"VA098","UMA0004RC","Detachment",,,1,
"VA098","UUR0001RA","Battery ""D""",,1,,
"VA098","UUS0002RAL0C","Battery ""B""",,1,,
"VA099","UUR0001RA","Battery ""H & I""",,1,,
"VA099","UUR0002RA","Batteries ""D"" and ""M""",,2,,
"VA101","UMD0001RI01","Co ""B""",1,,,
"VA101","UOH0001RAL1","Batteries ""H"" and ""L""",,2,,
"VA101","UOH0001RC","Cos ""A"" and ""C""",2,,,
"VA101","UUR0004RA","Battery ""E""",,1,,
"VA101","UWV0001RAL","Batteries ""A"" and ""B""",,2,,
"VA102","UOH0001RAL1","Battery ""I"" and ""K""",,2,,
"VA103","UNY0005RC","Cos ""B"" and ""D""",2,,,
"VA103","UPA0029RI","Cos ""B"" and ""G""",2,,,
"VA104","UNY0001RAL","Battery ""M""",,1,,
"VA104","UUR0004RA","Battery ""F""",,1,,
"VA105","UMI0001RAL","Battery ""H""",,1,,
"VA105","UNY0001RAL","Battery ""I""",,1,,
"VA105","UOH0001RAL1","Batteries ""I"" and ""K""",,2,,
"VA106","UMI0001RAL","Battery ""H""",,1,,
"VA106","UOH0001RAL1","Batteries ""H"" and ""L""",,2,,
"VA106","UUR0004RA","Battery ""E""",,1,,
"VA107","UUR0005RA","Battery ""L""",,1,,
"VA107","UWV0001RAL","Battery ""D""",,1,,
"VA107","UWV0001RC","Cos ""C"" and ""K""",2,,,
"VA107","UWV0003RC","Cos ""D"" and ""E""",2,,,
"VA108","UNY0001RAL","Battery ""D""",,1,,
"VA108","UPAHASTYAL","Keystone Battery",,1,,
"VA108","URI0001RAL","Battery ""E""",,1,,
"VA108","UUR0004RA","Battery ""K""",,1,,
