year,date,event1,event2,event3,event4,event5,event6,event7,event8,
1863,Wed 28 Oct,"Brown's Ferry, Tenn."," Charleston Harbor, S.C.",,,,,,,
1863,Thurs 29 Oct,"Wauhatchie, Tenn. ","Charleston Harbor, S.C.",,,,,,,
1863,Fri 30 Oct,"Wauhatchie, Tenn. ","Charleston Harbor, S.C.",,,,,,,
1863,Sat 31 Oct,"Charleston Harbor, S.C.",,,,,,,,
1863,Sun 1 Nov,"Charleston Harbor, S.C.",,,,,,,,
1863,Mon 1 Nov,"Charleston Harbor, S.C.",,,,,,,,
1863,Tues 3 Nov,"Charleston Harbor, S.C.",,,,,,,,
1863,Wed 4 Nov,"Grand Coteau, La. (Bayou Bourgeaux, Carrion Crow Bayou)  ","Charleston Harbor, S.C.",,,,,,,
1863,Thurs 5 Nov,"Charleston Harbor, S.C.",,,,,,,,
1863,Fri 6 Nov,"Charleston Harbor, S.C.",,,,,,,,
1863,Sat 7 Nov,"Averell's Raid II (Droop Mountain, W.Va.) @ Rogersville II, Tenn.  @ Charleston Harbor, S.C.",,,,,,,,
1863,Sun 8 Nov,"Rappahannock Station III, Va. (Kelly's Ford III, Rappahannock Bridge II) @ Charleston Harbor, S.C.",,,,,,,,
1863,Mon 9 Nov,"Rappahannock Station III, Va. (Kelly's Ford II, Rappahannock Bridge II) @ Charleston Harbor, S.C.",,,,,,,,
1863,Tues 10 Nov,"Charleston Harbor, S.C.",,,,,,,,
1863,Wed 11 Nov,"Charleston Harbor, S.C.",,,,,,,,
1863,Thurs 12 Nov,"Charleston Harbor, S.C.",,,,,,,,
1863,Fri 13 Nov,"Charleston Harbor, S.C.",,,,,,,,
1863,Sat 14 Nov,"Charleston Harbor, S.C.",,,,,,,,
1863,Sun 15 Nov,"Charleston Harbor, S.C.",,,,,,,,
1863,Mon 16 Nov,"Charleston Harbor, S.C.  @ Knoxville, Tenn. Campaign commenced (Campbell's Station, Tenn.) ",,,,,,,,
1863,Tues 17 Nov,"Charleston Harbor, S.C. @ Knoxville, Tenn. Campaign",,,,,,,,
1863,Wed 18 Nov,"Charleston Harbor, S.C. @ Knoxville, Tenn. Campaign",,,,,,,,
1863,Thurs 19 Nov,"Charleston Harbor, S.C. @ Knoxville, Tenn. Campaign",,,,,,,,
1863,Fri 20 Nov,"Charleston Harbor, S.C. @ Knoxville, Tenn. Campaign",,,,,,,,
1863,Sat 21 Nov,"Charleston Harbor, S.C. @ Knoxville, Tenn. Campaign",,,,,,,,
1863,Sun 22 Nov,"Charleston Harbor, S.C. @ Knoxville, Tenn. Campaign",,,,,,,,
1863,Mon 23 Nov,"Charleston Harbor, S.C.  @ Knoxville, Tenn. Campaign @ Orchard Knob, Tenn. (Chattanooga II, Indian Hill)",,,,,,,,
1863,Tues 24 Nov,"Charleston Harbor, S.C.  @ Knoxville, Tenn. Campaign @ Lookout Mountain, Tenn. (The ""battle above the clouds'*)",,,,,,,,
1863,Wed 15 Nov,"Charleston Harbor, S.C. @ Knoxville, Tenn. Campaign @ Missionary Ridge, Tenn.",,,,,,,,
1863,Thurs 26 Nov,"Charleston Harbor, S.C.  @ Knoxville, Tenn. Campaign  @ Mine Run, Va. Campaign commenced",,,,,,,,
1863,Fri 17 Nov,"Charleston Harbor, S.C.  @ Knoxville, Tenn. Campaign @ Mine Run, Va. Campaign @ Payne's Farm, Va.  @ Ringgold Gap, Ga. (Ringgold Heights)  @Pass Cavallo, Tex. (Fort Esperanza)",,,,,,,,
1863,Sat 18 Nov,"Charleston Harbor, S.C.  @ Knoxville, Tenn. Campaign @ Mine Run, Va. @ Campaign Ringgold Gap, Ga. (Ringgold Heights) @ Pass Cavallo, Tex. (Fort Esperanza)",,,,,,,,
1863,Sun 19 Nov,"Charleston Fiarbor, S.C.  @ Knoxville, Tenn. Campaign (Fort Sanders, Fort Loudon) @  Mine Run, Va. Campaign @ Ringgold Gap, Ga. (Ringgold Heights) @ Pass Cavallo, Tex. (Fort Esperanza)",,,,,,,,
1863,Mon 30 Nov,"Charleston Harbor, S.C. @  Knoxville, Tenn. Campaign @ Mine Run, Va. Campaign @ Ringgold Gap, Ga. (Ringgold Heights) @ Pass Cavallo, Tex. (Fort Esperanza)",,,,,,,,
1863,Tues 1 Dec,"Charleston Harbor, S.C. @ Knoxville, Tenn. Campaign @ Mine Run, Va. Campaign ended",,,,,,,,
1863,Wed 1 Dec,"Charleston Harbor, S.C. @ Knoxville, Tenn. Campaign",,,,,,,,
1863,Thurs 3 Dec,"Charleston Harbor, S.C. @ Knoxville, Tenn. Campaign",,,,,,,,
1863,Fri 4 Dec,"Charleston Harbor, S.C. @ Knoxville, Tenn. Campaign",,,,,,,,
1863,Sat 5 Dec,"Charleston Harbor, S.C. @ Knoxville, Tenn. Campaign ended",,,,,,,,
1863,Sun 6 Dec,"Charleston Harbor, S.C.",,,,,,,,
1863,Mon 7 Dec,"Charleston Harbor, S.C.",,,,,,,,
1863,Tues 8 Dec,"Charleston Harbor, S.C.",,,,,,,,
1863,Wed 9 Dec,"Charleston Harbor, S.C.",,,,,,,,
1863,Thurs 10 Dec,"Charleston Harbor, S.C.",,,,,,,,
1863,Fri 11 Dec,"Charleston Harbor, S.C. ended",,,,,,,,
1863,Mon 14 Dec,"Bean's Station I, Tenn.",,,,,,,,
1863,Tues 15 Dec,"Bean's Station I, Tenn.",,,,,,,,
1864,Sun 3 Jan,"Jonesville, Va.",,,,,,,,
1864,Thurs 14 Jan,"Cosby Creek, Tenn. (Terrisville)",,,,,,,,
1864,Sat 16 Jan,"Dandridge, Tenn.",,,,,,,,
1864,Wed 27 Jan,"Kelly's Ford, Tenn. (Fair Garden, Seviersville)",,,,,,,,
1864,Thurs 28 Jan,"New Bern II, N.C.",,,,,,,,
1864,Fri 29 Jan,"Rosser's Raid I (Moorfield, Va.) @ New Bern II, N.C.",,,,,,,,
1864,Sat 30 Jan,"New Bern II, N.C.",,,,,,,,
1864,Sun 31 Jan,"New Bern II, N.C.",,,,,,,,
1864,Mon 1 Feb,"New Bern II, N.C.",,,,,,,,
1864,Tues 2 Feb,"New Bern II, N.C.",,,,,,,,
1864,Wed 3 Feb,"Meridian, Miss. Expedition commenced (Vicksburg)",,,,,,,,
1864,Thurs 4 Feb,"Meridian, Miss. Expedition (Big Black River II, Champion Hill II)",,,,,,,,
1864,Fri 5 Feb,"Meridian, Miss. Expedition (Jackson III, Clinton)",,,,,,,,
1864,Sat 6 Feb,"Meridian, Miss. Expedition  @ Morton's Ford, Va. (Barnett's Ford, Robertson's Ford)",,,,,,,,
1864,Sun 7 Feb,"Meridian, Miss. Expedition @ Jacksonville II, Fla.",,,,,,,,
1864,Mon 8 Feb,"Meridian, Miss. Expedition",,,,,,,,
1864,Tues 9 Feb,"Meridian, Miss. Expedition @ Great escape from Libby Prison, Richmond, Va.",,,,,,,,
1864,Wed 10 Feb,"Meridian, Miss. Expedition",,,,,,,,
1864,Thurs 11 Feb,"Meridian, Miss. Expedition",,,,,,,,
1864,Fri 12 Feb,"Meridian, Miss. Expedition (Wall Hill, Decatur, and Chunky Station, Miss.)",,,,,,,,
1864,Sat 13 Feb,"Meridian, Miss. Expedition (Tunnel Hill, Miss.)",,,,,,,,
1864,Sun 14 Feb,"Meridian, Miss. Expedition (Meridian)",,,,,,,,
1864,Mon 15 Feb,"Meridian, Miss. Expedition",,,,,,,,
1864,Tues 16 Feb,"Meridian, Miss. Expedition (Lauderdale Springs, Miss.)",,,,,,,,
1864,Wed 17 Feb,"Meridian, Miss. Expedition (Pontotoc II, Marion)  @ USS Housatonic vs. CSS Hunley off Charleston II, S.C.",,,,,,,,
1864,Thurs 18 Feb,"Meridian, Miss. Expedition",,,,,,,,
1864,Fri 19 Feb,"Meridian, Miss. Expedition ended",,,,,,,,
1864,Sat 20 Feb,"Olustee, Fla. (Ocean Pond, Seymour's Expedition)",,,,,,,,
1864,Sun 21 Feb,"West Point, Miss.",,,,,,,,
1864,Mon 22 Feb,"Okolona, Miss. (Ivey's Farm, Ivey Hills)",,,,,,,,
1864,Tues 23 Feb,"Tunnel Hill, Ga.",,,,,,,,
1864,Wed 24 Feb,"Tunnel Hill, Ga. (Rocky Face Ridge I, Crow's Valley, Buzzard Roost I)",,,,,,,,
1864,Thurs 25 Feb,"Tunnel Hill, Ga. (Buzzard Roost I)",,,,,,,,
1864,Fri 26 Feb,"Tunnel Hill, Ga. (Dalton I)",,,,,,,,
1864,Sat 27 Feb,"Dalton I, Ga.",,,,,,,,
1864,Sun 28 Feb,"Kilpatrick's Raid, Va.",,,,,,,,
1864,Mon 29 Feb,Kilpatrick's Raid,,,,,,,,
1864,Tues 1 Mar,Kilpatrick's Raid,,,,,,,,
1864,Wed 2 Mar,Kilpatrick's Raid,,,,,,,,
1864,Thurs 3 Mar,Kilpatrick's Raid,,,,,,,,
1864,Fri 4 Mar,Kilpatrick's Raid,,,,,,,,
1864,Sat 5 Mar,"Yazoo City II, Miss.",,,,,,,,
1864,Sat 12 Mar,Red River Expedition in La. and Ark. commenced,,,,,,,,
1864,Sun 13 Mar,Red River Expedition,,,,,,,,
1864,Mon 14 Mar,"Red River Expedition (Fort De Russy, Ark.)",,,,,,,,
1864,Tues 15 Mar,Red River Expedition,,,,,,,,
1864,Wed 16 Mar,Red River Expedition @ Forrest's Raid III commenced,,,,,,,,
1864,Thurs 17 Mar,Red River Expedition @ Forrest's Raid III,,,,,,,,
1864,Fri 18 Mar,Red River Expedition @ Forrest's Raid III,,,,,,,,
1864,Sat 19 Mar,"Red River Expedition (Alexandria II, La.)  @Forrest's Raid III",,,,,,,,
1864,Sun 20 Mar,"Red River Expedition (Arkadelphia II, La.) @ Forrest's Raid III",,,,,,,,
1864,Mon 21 Mar,"Red River Expedition (Henderson's Hill, Bayou Rapides, La.)  @ Forrest's Raid III",,,,,,,,
1864,Tues 22 Mar,Red River Expedition @ Forrest's Raid III,,,,,,,,
1864,Wed 23 Mar,Red River Expedition @ Forrest's Raid III,,,,,,,,
1864,Thurs 24 Mar,Red River Expedition @ Forrest's Raid III,,,,,,,,
1864,Fri 25 Mar,Red River Expedition @ Forrest's Raid III,,,,,,,,
1864,Sat 26 Mar,"Red River Expedition @ Forrest's Raid III (Paducah, Ky.)",,,,,,,,
1864,Sun 27 Mar,Red River Expedition @ Forrest's Raid III,,,,,,,,
1864,Mon 28 Mar,Red River Expedition @ Forrest's Raid III,,,,,,,,
1864,Tues 29 Mar,"Red River Expedition (Monett's Ferry I, La., Cloutierville I, La.) @  Forrest's Raid III",,,,,,,,
1864,Wed 30 Mar,Red River Expedition @ Forrest's Raid III,,,,,,,,
1864,Thurs 31 Mar,"Red River Expedition (Natchitoches, La.) @ Forrest's Raid HI",,,,,,,,
1864,Fri 1 Apr,Red River Expedition @ Forrest's Raid III,,,,,,,,
1864,Sat 2 Apr,"Red River Expedition (Crump's Hill, La.) @ Forrest's Raid III",,,,,,,,
1864,Sun 3 Apr,"Red River Expedition (Grand Encore, La.) @ Camden Expedition, Ark. commenced (Elkin's Ferry) @ Forrest's Raid III",,,,,,,,
1864,Mon 4 Apr,"Red River Expedition  @ Camden Expedition, Ark. (Elkin's Ferry) @ Forrest's Raid III",,,,,,,,
1864,Tues 5 Apr,"Red River Expedition @ Camden Expedition, Ark. @ Forrest's Raid III",,,,,,,,
1864,Wed 6 Apr,"Red River Expedition @ Camden Expedition, Ark. @ Forrest's Raid III",,,,,,,,
1864,Thurs 7 Apr,"Red River Expedition (Wilson's Plantation, La.)  @ Camden Expedition, Ark. @ Forrest's Raid III",,,,,,,,
1864,Fri 8 Apr,"Red River Expedition (Sabine Cross Roads, La., Mansfield, Pleasant Grove) @  Camden Expedition, Ark.  @ Forrest's Raid III",,,,,,,,
1864,Sat 9 Apr,"Red River Expedition (Pleasant Hill, La.) @ Camden Expedition, Ark.  @ Forrest's Raid III",,,,,,,,
1864,Sun 10 Apr,"Red River Expedition (Pleasant Hill, La.) @ Camden Expedition, Ark.  @ Forrest's Raid III",,,,,,,,
1864,Mon 11 Apr,"Red River Expedition @ Camden Expedition, Ark. @ Forrest's Raid III",,,,,,,,
1864,Tues 12 Apr,"Red River Expedition (Blair's Landing, Pleasant Hill Landing, La.; USS Lexington and Osage)  @ Camden Expedition, Ark. @  Forrest's Raid III (Fort Pillow II, Tenn.)",,,,,,,,
1864,Wed 13 Apr,"Red River Expedition (Blair's Landing, La.) @ Camden Expedition, Ark.  @ Forrest's Raid III",,,,,,,,
1864,Thurs 14 Apr,"Red River Expedition @ Camden Expedition, Ark.  @ Forrest's Raid HI ended (Jackson, Tenn.)",,,,,,,,
1864,Fri 15 Apr,"Red River Expedition @ Camden Expedition, Ark. (Camden I, Ark.)",,,,,,,,
1864,Sat 16 Apr,"Red River Expedition @ Camden Expedition, Ark.",,,,,,,,
1864,Sun 17 Apr,"Red River Expedition @ Camden Expedition, Ark. @ Plymouth I, N.C. (USS Southfield vs. CSS Albemarle)",,,,,,,,
1864,Mon 18 Apr,"Red River Expedition @ Camden Expedition, Ark. (Poison Springs, Ark.)  @ Plymouth I, N.C.",,,,,,,,
1864,Tues 19 Apr,"Red River Expedition @ Camden Expedition, Ark. @ Plymouth I, N.C.",,,,,,,,
1864,Wed 20 Apr,"Red River Expedition@  Camden Expedition, Ark.  @ Plymouth I, N.C.",,,,,,,,
1864,Thurs 21 Apr,"Red River Expedition @ Camden Expedition, Ark.",,,,,,,,
1864,Fri 22 Apr,"Red River Expedition @ Camden Expedition, Ark.",,,,,,,,
1864,Sat 23 Apr,"Red River Expedition (Cane River Crossing, Monett's Ferry II, Monett's Bluff, Cloutiersville II, La.)  @ Camden Expedition, Ark.",,,,,,,,
1864,Sun 24 Apr,"Red River Expedition @ Camden Expedition, Ark.",,,,,,,,
1864,Mon 25 Apr,"Red River Expedition  @ Camden Expedition, Ark. (Mark's Mill, Ark.)",,,,,,,,
1864,Tues 26 Apr,"Red River Expedition (USS Cricket, Eastport, Fort Hindman, Juliet, Champion 3, and Champion 5)  @ Camden Expedition, Ark.",,,,,,,,
1864,Wed 27 Apr,"Red River Expedition @ Camden Expedition, Ark.",,,,,,,,
1864,Thurs 28 Apr,"Red River Expedition @ Camden Expedition, Ark.",,,,,,,,
1864,Fri 29 Apr,"Red River Expedition @ Camden Expedition, Ark.",,,,,,,,
1864,Sat 30 Apr,"Red River Expedition  @ Camden Expedition, Ark. ended (Jenkins' Ferry, Saline River)",,,,,,,,
1864,Sun 1 May,"Red River Expedition (USS Emma,  Moore's Plantation, Alexandria HI, La.)",,,,,,,,
1864,Mon 2 May,"Red River Expedition (Alexandria HI, La.)",,,,,,,,
1864,Tues 3 May,"Red River Expedition (Alexandria HI, La., USS City Belle)",,,,,,,,
1864,Wed 4 May,"Red River Expedition (Alexandria III, La.) ","Wilderness, Va. Campaign commenced (Germanna Ford, Wilderness Tavern, Overland Campaign)",,,,,,,
1864,Thurs 5 May,"Red River Expedition (Alexandria III, La., USS Signal and Covington)  ","Wilderness, Va. Campaign (Todd's Tavern, Parker's Store)  ","Atlanta Campaign, Ga. commenced (Rocky Face Ridge II, Varnell's Station, Mill Creek Gap)",,,,,,
1864,Fri 6 May,"Red River Expedition (Alexandria HI, La.) ","Wilderness, Va. Campaign (Todd's Tavern) ","Atlanta Campaign, Ga. (Rocky Face Ridge II, Mill Creek Gap, Vamell's Station) ","Port Walthall Junction, Va.  ","James River II, Va. (USS Commodore Jones)",,,,
1864,Sat 7 May,"Red River Expedition (Alexandria III, La.) ","Wilderness, Va. Campaign ended (Todd's Tavern)  ","Atlanta Campaign, Ga. (Buzzard Roost II, Rocky Face Ridge II, Vamell's Station, Mill Creek Gap) "," Port Walthall Junction, Va.",,,,,
1864,Sun 8 May,"Red River Expedition (Alexandria III, La.) ","Spotsylvania, Va. Campaign commenced (Laurel Hill II, Corbins Bridge, Alsop's Farm, Va.)  ","Atlanta Campaign, Ga. (Dug Gap, Buzzard Roost II, Rocky Face Ridge II, Mill Creek Gap, Varnell's Station, Snake Creek Gap)",,,,,,
1864,Mon 9 May,Red River Expedition,"Spotsylvania, Va. Campaign (Spotsylvania Court House)  ","Atlanta Campaign, Ga. (Snake Creek Gap, Rocky Face Ridge II, Mill Creek Gap, Vamell's Station, Buzzard Roost II) ","James River, Va. Campaign commenced (Swift Creek)","Cloyd's Mountain, Va. (New River Bridge) ","Sheridan's Raid, Va. commenced (Beaver Dam Station)",,,
1864,Tues 10 May,Red River Expedition ,"Spotsylvania, Va. Campaign (Po River,  Ny River)  ","Atlanta Campaign, Ga. (Rocky Face Ridge II)  ","Sheridan's Raid, Va. (Beaver Dam Station)"," James River, Va. Campaign (Ware Bottom Church, Procter's Creek I)",,,,
1864,Wed 11 May,"Red River Expedition Spotsylvania, Va. Campaign (Po River,  Ny River)  ","Atlanta Campaign, Ga. (Rocky Face Ridge II)  ","James River, Va. Campaign (Ware Bottom Church)  ","Sheridan's Raid, Va. (Yellow Tavern, Ashland Station, Ground Squirrel Bridge)",,,,,
1864,Thurs 12 May,"Red River Expedition Spotsylvania, Va. Campaign (Po River, Ny River)  ","Atlanta Campaign, Ga. (Dalton II)  ","James River, Va. Campaign (Drewry's Bluff II, Fort Darling II, Ware Bottom Church)  ","Sheridan's Raid, Va. (Mechanicsville II)",,,,,
1864,Fri 13 May,"Red River Expedition Spotsylvania, Va. Campaign (Beaver Dam, Po River, Ny River)  ","Atlanta Campaign, Ga. (Resaca)  ","James River, Va. Campaign (Drewry's Bluff II, Fort Darling II, Ware Bottom Church)  ","Sheridan's Raid, Va.",,,,,
1864,Sat 14 May,"Red River Expedition (Mansura, La.) ","Spotsylvania, Va. Campaign (Po River,  Ny River)  ","Atlanta Campaign, Ga. (Resaca, Sugar Valley, Oostenaula)  ","James River, Va. Campaign (Drewry's Bluff II, Fort Darling II, Ware Bottom Church)  ","Sheridan's Raid, Va.",,,,
1864,Sun 15 May,"Red River Expedition (Marksville Prairie, Avoyelles Prairie, Mansura, La.) Spotsylvania, Va. Campaign (Po River, Ny River)  ","Atlanta Campaign, Ga. (Resaca)  ","James River, Va. Campaign (Drewry's Bluff II, Fort Darling II, Ware Bottom Church)  ","New Market II, Va. "," Sheridan's Raid, Va.",,,,
1864,Mon 16 May,"Red River Expedition (Mansura, Belle Prairie, Smith's Plantation, La.)  ","Spotsylvania, Va. Campaign (Po River,  Ny River)","Atlanta Campaign, Ga. (Lay's Ferry)"," James River, Va. Campaign (Drewry's Bluff II, Fort Darling II, Ware Bottom Church, Procter's Creek II)  ","Sheridan's Raid, Va.",,,,
1864,Tues 17 May,Red River Expedition ,"Spotsylvania, Va. Campaign ","Atlanta Campaign, Ga. (Adairsville)  ","James River, Va. Campaign (Ware Bottom Church) "," Sheridan's Raid, Va.",,,,
1864,Wed 18 May,"Red River Expedition ended (Yellow Bayou, Bayou de Glaise, Norwood's Plantation, Old Oaks, Calhoun Station, Simmsport, La.)  ","Spotsylvania, Va. Campaign ","Atlanta Campaign, Ga. (Cassville) "," James River, Va. Campaign (Ware Bottom Church, Bermuda Hundred)  ","Sheridan's Raid, Va.",,,,
1864,Thurs 19 May,"Spotsylvania, Va. Campaign ","Atlanta Campaign, Ga. (Cartersville, Cassville)  ","James River, Va. Campaign (Harris's Farm, Ware Bottom Church)  ","Sheridan's Raid, Va.",,,,,
1864,Fri 20 May,"Spotsylvania, Va. Campaign ended ","Atlanta Campaign, Ga. (Allatoona Pass I) ","James River, Va. Campaign ended (Ware Bottom Church, Bermuda Hundred) ","Sheridan's Raid, Va.",,,,,
1864,Sat 21 May,"North Anna River, Va. Campaign commenced (Guinea's Station)  ","Atlanta Campaign, Ga. "," Sheridan's Raid, Va.",,,,,,
1864,Sun 22 May,"North Anna River, Va. Campaign (Hanover Junction I)  "," Sheridan's Raid, Va.","Atlanta Campaign, Ga. ",,,,,,
1864,Mon 23 May,"North Anna River, Va. Campaign (Old Chesterfield, Chesterfield Road, Hanover Court House III, Oxford, Eaton Church, Matadequin Creek) ","Atlanta Campaign, Ga.  ","Sheridan's Raid, Va.",,,,,,
1864,Tues 24 May,"North Anna River, Va. Campaign","Sheridan's Raid, Va."," Atlanta Campaign, Ga. (Cass Station, Burnt Hickory)  ",,,,,,
1864,Wed 25 May,"North Anna River, Va. Campaign ","Atlanta Campaign, Ga. (Dallas, New Hope Church, Pumpkinvine Creek, Burnt Hickory, Allatoona Hill)  ","Sheridan's Raid, Va. Ended",,,,,,
1864,Thurs 26 May,"North Anna River, Va. Campaign (Jericho Bridge) ","Montana Terr, organized"," Atlanta Campaign, Ga. (Dallas, New Hope Church)  ",,,,,,
1864,Fri 27 May,"North Anna River, Va. Campaign (Totopotomy Creek, Hanovertown, Pamunkey River, Hanover Junction H, Jericho Mills, Jericho Bridge, Salem Church II) ","Atlanta Campaign, Ga. (Mount Zion Church, Dallas, Pickett's Mill)",,,,,,,
1864,Sat 28 May,"North Anna River, Va. Campaign (Haw's Shop, Enon Church, Totopotomy Creek) ","Atlanta Campaign, Ga. (Dallas)",,,,,,,
1864,Sun 29 May,"North Anna River, Va. Campaign ended (Jones's Farm, Old Church, Salem Church, Atlee's Station, Ashland, Totopotomy Creek)  ","Atlanta Campaign, Ga. (Dallas)",,,,,,,
1864,Mon 30 May,"Cold Harbor n, Va. Campaign commenced (Totopotamy River, Bethesda Church I, Gaines's Mill n, Hanover)  ","Atlanta Campaign, Ga. (Allatoona, Burned Church, Dallas)",,,,,,,
1864,Tues 31 May,"Cold Harbor II, Va. Campaign (Bethesda Church)  ","Atlanta Campaign, Ga. (Dallas)  ","Morgan's Raid V commenced (Abingdon I, Va.)",,,,,,
1864,Wed 1 June,"Cold Harbor H, Va. Campaign (Hanover Court House IV, Bethesda Church II) ","Atlanta Campaign, Ga. (Allatoona Pass, Dallas)  ","Morgan's Raid V (Pound Gap H, Ky. Va.)",,,,,,
1864,Thurs 2 June,"Cold Harbor II, Va. Campaign (Bethesda Church) "," Atlanta Campaign, Ga.  ","Covington, Va.  ",Morgan's Raid V,,,,,
1864,Fri 3 June,"Cold Harbor II, Va. Campaign (Bethesda Church)  ","Atlanta Campaign, Ga. (Acworth)", Morgan's Raid V,,,,,,
1864,Sat 4 June,"Cold Harbor II, Va. Campaign"," Atlanta Campaign, Ga. (Big Shanty I) ",Morgan's Raid V ," Harrisonburg, Port Republic II, Va.",,,,,
1864,Sun 5 June,"Cold Harbor II, Va. Campaign ",Morgan's Raid V ,"Piedmont, Staunton I, Va.","Atlanta Campaign, Ga. (Pine Mountain I, Big Shanty I)  ",,,,,
1864,Mon 6 June,"Cold Harbor II, Va. Campaign",Morgan's Raid V  ,"Lake Chicot, Ark. (Ditch Bayou, Old River Lake)"," Atlanta Campaign, Ga. (Big Shanty I, Raccoon Creek)  ",,,,,
1864,Tues 7 June,"Cold Harbor II, Va. Campaign ",Morgan's Raid V,"Atlanta Campaign, Ga. (Big Shanty I) ",,,,,,
1864,Wed 8 June,"Atlanta Campaign, Ga. (Big Shanty I) ","Morgan's Raid V (Mt. Sterling, Ky.)","Cold Harbor II, Va. Campaign ",,,,,,
1864,Thurs 9 June,"Cold Harbor II, Va. Campaign ","Atlanta Campaign, Ga. (Big Shanty I) ","Morgan's Raid V (Mt. Sterling, Ky.) ","Petersburg, Va. Campaign commenced",,,,,
1864,Fri 10 June,"Cold Harbor II, Va. Campaign ended ","Atlanta Campaign, Ga. "," Morgan's Raid V (Lexington II, Kellar's Bridge, Georgetown n, Ky.) "," Brice's Crossroads, Miss. (Guntown, Tishomingo Creek)  ","Petersburg, Va. Campaign Waynesboro I, Va.)",,,,
1864,Sat 11 June,"Atlanta Campaign, Ga. "," Morgan's Raid V (Cynthiana II, Ky.) ","Trevilian Station, Va.  ","Petersburg, Va. Campaign",,,,,
1864,Sun 12 June,"Atlanta Campaign, Ga. (McAfee's Crossroads)  ",Morgan's Raid V," Trevilian Station, Va. "," Petersburg, Va. Campaign",,,,,
1864,Mon 13 June,"Atlanta Campaign, Ga. ",Morgan's Raid V ,"Riddell's Shop, Va. ","Petersburg, Va. Campaign",,,,,
1864,Tues 14 June,"Atlanta Campaign, Ga. (Pine Mountain n. Pine Knob I)  ",Morgan's Raid V ," Petersburg, Va. Campaign (James River)",,,,,,
1864,Wed 15 June,"Atlanta Campaign, Ga. (Gilgal Church) ",Morgan's Raid V  ,"Petersburg, Va. Campaign (James River, Fort Powhatan, Baylor's Farm)",,,,,,
1864,Thurs 16 June,"Atlanta Campaign, Ga. (Golgatha, Mud Creek)  ",Morgan's Raid V  ,"Petersburg, Va. Campaign (James River)",,,,,,
1864,Fri 17 June,"Atlanta Campaign, Ga. (Lost Mountain, Brush Mountain, Mud Creek, Noyes' Creek)  ",Morgan's Raid V," Lynchburg, Va.  ","Petersburg, Va. Campaign (James River)",,,,,
1864,Sat 18 June,"Atlanta Campaign, Ga.  ",Morgan's Raid V  ,"Petersburg, Va. Campaign (James River)"," Lynchburg, Va.",,,,,
1864,Sun 19 June,"Atlanta Campaign, Ga. (Pine Knob II)", Morgan's Raid V ,"Petersburg, Va. Campaign ","USS Kearsarge vs. CSS Alabama off Cherbourg, France",,,,,
1864,Mon 20 June,"Atlanta Campaign, Ga. (Kennesaw Mountain I, Lattermore's Mills, Powder Springs, Noonday Creek) "," Morgan's Raid V ended (Abingdon n, Va.) ","Petersburg, Va. Campaign ","Kinston II, N.C.",,,,,
1864,Tues 21 June,"Atlanta Campaign, Ga.","Petersburg, Va. Campaign (Weldon Railroad I) "," Kinston I, N.C.",,,,,,
1864,Wed 22 June,"Atlanta Campaign, Ga. (Culp's House, Kolb's Farm)@Petersburg, Va. Campaign (Ream's Station I, Jerusalem Plank Road, Williams's Farm, Weldon Railroad I, Wilson & Kautz Raid)@Kinston I, N.C.",,,,,,,,
1864,Thurs 23 June,"Atlanta Campaign, Ga.@Early's Washington Raid commenced (Buchanan, Va.) @Petersburg, Va. Campaign (Jerusalem Plank Road, Nottoway Court House, William's Farm, Davis's Farm, Weldon Railroad I, Wilson and Kautz Raid)@Kinston I, N.C.",,,,,,,,
1864,Fri 24 June,"Atlanta Campaign, Ga. @Early's Washington Raid@Petersburg, Va. Campaign (St. Mary's Church, Jones's Bridge, Samaria, Danville Railroad, Wilson and Kautz Raid)",,,,,,,,
1864,Sat 25 June,"Atlanta Campaign, Ga.@Early's Washington Raid@Petersburg, Va. Campaign (Wilson and Kautz Raid; Petersburg mine adit commenced; mine exploded on 30 July)",,,,,,,,
1864,Sun 26 June,"Atlanta Campaign, Ga.@Early's Washington Raid (Staunton II, Va.)@Petersburg, Va. Campaign (Wilson and Kautz Raid)",,,,,,,,
1864,Mon 27 June,"Atlanta Campaign, Ga. (Kennesaw Mountain II)@Early's Washington Raid@Petersburg, Va. Campaign (Wilson and Kautz Raid, Stony Creek I)",,,,,,,,
1864,Tues 28 June,"Atlanta Campaign, Ga.@Early's Washington Raid@Petersburg, Va. Campaign (Wilson and Kautz Raid, Ream's Station II)",,,,,,,,
1864,Wed 29 June,"Atlanta Campaign, Ga.@Early's Washington Raid@Petersburg, Va. Campaign (Wilson and Kautz Raid, Ream's Station II)",,,,,,,,
1864,Thurs 30 June,"Atlanta Campaign, Ga.@Early's Washington Raid@Petersburg, Va. Campaign",,,,,,,,
1864,Fri 1 July,"Atlanta Campaign, Ga. @ Early's Washington Raid @ Petersburg, Va. Campaign",,,,,,,,
1864,Sat 2 July,"Atlanta Campaign, Ga. @  Early's Washington Raid (Winchester IV, Va.) @  Petersburg, Va. Campaign",,,,,,,,
1864,Sun 3 July,"Atlanta Campaign, Ga. (Nickajack Creek, Vining Station I)  @ Early's Washington Raid (Martinsburg II, W.Va.) @ Petersburg, Va. Campaign",,,,,,,,
